wavelength (nm),DOMBlank1,DOMSTD21,DOM12282,DOM12486,DOM12602,DOM12622,DOMBlank2,DOM12629,DOM12636,DOM12682,DOM12785,DOM12812,DOM12815,DOM12847,DOM12941,DOM13373,DOMBlank3,DOM13374,DOM12196,DOM12220,DOM12227,DOM12228,DOM12772,DOM12827,DOM12996,DOM13171,DOM13241,DOMBlank4
291.1999817,-0.001836861,0.226197049,0.074213028,0.020211503,0.341259241,0.088861704,0.014076861,0.079691239,0.295235425,0.037240829,0.148974076,0.06910117,0.041839127,0.064465381,0.023122633,0.036373924,0.021717405,0.039256532,0.306268752,0.191708237,0.065946467,0.27119112,0.438481778,0.215977669,0.25469324,0.218168676,0.127019912,0.01277823
290.3999939,-0.000591971,0.227773666,0.07716389,0.025238186,0.34841314,0.092871442,0.015808165,0.081215434,0.299384505,0.038120262,0.152123734,0.072662339,0.044569038,0.068215869,0.024315901,0.038851224,0.022189405,0.039664775,0.312114477,0.196476966,0.069115743,0.276061237,0.444235057,0.218625113,0.259661317,0.220332906,0.12838544,0.016903045
289.6000061,-0.000977544,0.230786294,0.079382062,0.02191578,0.352026701,0.09177836,0.016646663,0.083253063,0.303473204,0.040273726,0.152385801,0.071961969,0.043960053,0.068844996,0.02354205,0.038396772,0.021819467,0.043283906,0.315727145,0.197184742,0.070099667,0.280207515,0.449425519,0.221887484,0.262785107,0.223563701,0.132729426,0.015565227
288.7999878,-0.00341837,0.233106762,0.078639045,0.022387914,0.352576494,0.092214301,0.015279683,0.081468202,0.30366531,0.039745726,0.15395698,0.072540902,0.043981105,0.069854826,0.02302051,0.037166491,0.021708615,0.040856317,0.315964848,0.197932497,0.069069855,0.28210485,0.453475088,0.222167894,0.263072312,0.225495756,0.13269493,0.013592917
288,-0.000684403,0.235615701,0.079592414,0.023028672,0.355536163,0.095212653,0.016029591,0.082850456,0.308492184,0.039335001,0.154758737,0.073935986,0.043856662,0.070945598,0.024095355,0.037109703,0.021472201,0.042426303,0.320760161,0.20004113,0.070299603,0.284493923,0.457683563,0.227416441,0.268007785,0.226993814,0.133623421,0.015579126
287.1999817,0.000157571,0.237380907,0.083057508,0.02346696,0.35904941,0.095650092,0.01681486,0.086063243,0.313707799,0.042925883,0.158797145,0.07560429,0.046297647,0.072715804,0.026327066,0.040574316,0.02211128,0.043082248,0.324221999,0.204814449,0.072694071,0.29028073,0.461447239,0.230254665,0.27123034,0.231350288,0.133542761,0.015431229
286.3999939,0.000583499,0.240748301,0.084063962,0.024768289,0.363979906,0.097336978,0.018286493,0.085280046,0.316670179,0.043809444,0.160520583,0.075335354,0.046611112,0.075098187,0.026274374,0.038903058,0.024706028,0.043752495,0.329089642,0.207360044,0.073375329,0.293261915,0.467122912,0.231291905,0.274998158,0.234129459,0.13799189,0.01549279
285.5999756,-0.000894216,0.24299337,0.081640422,0.023800649,0.369192869,0.096635185,0.016894728,0.084631927,0.318973899,0.042490441,0.16305089,0.077322632,0.047574293,0.074605182,0.025594408,0.040411778,0.022890303,0.043472786,0.32988435,0.208177507,0.072739273,0.296152353,0.470917642,0.234443709,0.277173162,0.237425223,0.137230948,0.01515175
284.7999878,-0.001572569,0.243689582,0.082600512,0.023295814,0.369291812,0.096745044,0.015642425,0.08558163,0.318647921,0.040322039,0.163721964,0.075347699,0.046918746,0.073717006,0.024093905,0.037984546,0.02307442,0.042243328,0.333992064,0.210241064,0.072634675,0.298113555,0.475076288,0.234653249,0.279130846,0.237817273,0.139265016,0.013574996
284,-0.001108729,0.249425709,0.087620959,0.023906047,0.376416832,0.098723963,0.017427579,0.087910101,0.32672137,0.043469783,0.166264445,0.077475391,0.04909813,0.075403497,0.026489479,0.039602384,0.023850227,0.043756932,0.339916617,0.212608293,0.075830877,0.301369041,0.479949087,0.238597229,0.283847749,0.241479412,0.141522244,0.015884951
283.1999817,-0.000423909,0.248349056,0.086260214,0.023665098,0.378106743,0.100823291,0.016512062,0.087241054,0.327557921,0.043874476,0.168055236,0.078314371,0.048532583,0.076572254,0.025069604,0.040309515,0.022899499,0.044054329,0.340833843,0.214391142,0.077316754,0.305470467,0.486378968,0.240225256,0.284866214,0.243448198,0.141777888,0.016120303
282.3999939,-0.002659802,0.25058201,0.088515334,0.023289887,0.381376416,0.101089016,0.0178524,0.088539556,0.331314802,0.04299967,0.167460248,0.078831501,0.048334748,0.077526785,0.025932457,0.040522307,0.023015706,0.043077815,0.344058454,0.216595709,0.075046733,0.307153225,0.490932852,0.242055804,0.287985891,0.243593365,0.143057346,0.015113582
281.5999756,0.000494393,0.254000962,0.089179546,0.025284855,0.386297554,0.101331234,0.01672096,0.090038031,0.336611986,0.044454116,0.172034949,0.079096988,0.048549719,0.079169795,0.026179755,0.041975424,0.0222027,0.045399331,0.346690178,0.219438121,0.077636845,0.310890347,0.493608326,0.245491028,0.292460144,0.248597354,0.145485893,0.016072029
280.7999878,-0.003875133,0.256441295,0.089534462,0.02403382,0.389973849,0.102924749,0.015393867,0.089660846,0.337130129,0.043798421,0.173978001,0.078668304,0.049681395,0.079501852,0.024608491,0.040739842,0.0240095,0.044757929,0.351962894,0.221381962,0.078296885,0.313408345,0.500139773,0.246632457,0.293496013,0.248974174,0.144615054,0.013831922
280,-0.001462628,0.260211349,0.089799508,0.024622818,0.393327683,0.1037893,0.017150261,0.090148687,0.343528092,0.045017939,0.176733717,0.08168529,0.051770106,0.081677943,0.025549656,0.041615032,0.023117064,0.045834303,0.353957385,0.222732812,0.080377907,0.316432536,0.506282747,0.249258772,0.298085541,0.252987951,0.148239911,0.015253702
279.1999817,-0.000478058,0.261949986,0.093277484,0.024164725,0.398358882,0.105532028,0.017718557,0.094307221,0.347016871,0.04713916,0.178531498,0.083719797,0.051602975,0.084015615,0.026482986,0.04209454,0.023563994,0.04698984,0.358803749,0.225668207,0.08323127,0.320569456,0.509329081,0.254260778,0.302563369,0.255691946,0.151789263,0.016143892
278.3999939,-0.00184743,0.260563165,0.093922965,0.023179479,0.400701195,0.104579784,0.017644629,0.093148477,0.34849745,0.045020264,0.179445237,0.083663896,0.052328005,0.082061425,0.025253989,0.041371487,0.023891469,0.047539983,0.36216113,0.227886304,0.081182912,0.32241869,0.51324749,0.253500134,0.303708792,0.259588957,0.151462764,0.015979743
277.5999756,-0.001747768,0.265450716,0.093126282,0.022893742,0.401969641,0.10535419,0.016319364,0.093264654,0.352378756,0.044898879,0.181188569,0.084143415,0.050688248,0.083650209,0.025402496,0.041030657,0.023338942,0.046822548,0.363432318,0.229541734,0.081146404,0.326091319,0.517621756,0.257067233,0.308284521,0.260364234,0.151881978,0.014513215
276.7999878,-0.002026433,0.26847145,0.095898524,0.023934493,0.406543672,0.106453285,0.017221628,0.093396485,0.356077254,0.045249715,0.184224322,0.084440999,0.051447243,0.084672824,0.025422039,0.042085726,0.022358017,0.047165159,0.365131795,0.232304767,0.084166355,0.329964697,0.520852566,0.260260671,0.311259717,0.263593376,0.154387727,0.015363374
276,-0.002430814,0.273239642,0.096777715,0.025950044,0.409615994,0.109566979,0.017612278,0.095152773,0.357793003,0.045941617,0.185464889,0.085648373,0.05268367,0.086707436,0.026500292,0.042271145,0.023924153,0.046159696,0.370945662,0.235748515,0.08391995,0.33311671,0.52785784,0.262128741,0.312951446,0.268764734,0.155288652,0.014788534
275.1999817,-0.001035962,0.27535975,0.098840594,0.023898497,0.416224003,0.112202264,0.018894318,0.09555357,0.361259788,0.047573831,0.189141199,0.087940559,0.05500133,0.088245645,0.026571011,0.044080283,0.025693815,0.04996882,0.376338065,0.239405945,0.086069174,0.3352364,0.534032345,0.266649127,0.318898916,0.269908249,0.157119393,0.017327325
274.3999939,-0.001470007,0.276499718,0.100749381,0.026258506,0.417931348,0.112505637,0.018122962,0.096735343,0.366263866,0.049144652,0.190128088,0.089305282,0.054618105,0.091452792,0.029795706,0.045379445,0.025248995,0.049683254,0.376850635,0.241966054,0.087357335,0.342743814,0.537898481,0.268942326,0.320494443,0.274377108,0.160142198,0.016360622
273.5999756,-0.002090842,0.279610723,0.100436725,0.024486052,0.420695603,0.113050371,0.018096028,0.098368667,0.3708134,0.047897004,0.193590924,0.089517251,0.05524426,0.090519577,0.027544409,0.043972686,0.024347577,0.046961199,0.381982416,0.243758768,0.087178558,0.343912095,0.542313159,0.271220654,0.323585838,0.276124388,0.161191165,0.015052771
272.7999878,0.000551384,0.282328457,0.101825051,0.026076224,0.424788743,0.115138851,0.018821837,0.099847883,0.372136653,0.04955589,0.194876298,0.089660935,0.056907602,0.092364356,0.028512005,0.045909077,0.024139931,0.050081752,0.386686713,0.246121407,0.090720244,0.348232806,0.54912746,0.273226649,0.327135623,0.279558033,0.163082168,0.015631638
272,-0.002424225,0.285287023,0.102874294,0.025342176,0.428228796,0.115173236,0.019282175,0.100702241,0.375938594,0.049270131,0.196988925,0.090937816,0.056758128,0.092183992,0.027935296,0.044747829,0.025264744,0.048805866,0.389574111,0.248040393,0.088947475,0.35164842,0.554365039,0.277052313,0.33047697,0.283084244,0.163174272,0.01695448
271.1999817,-0.000616839,0.287889957,0.103305534,0.026010256,0.435450673,0.115374759,0.019653477,0.100524679,0.380879909,0.050208487,0.198939234,0.090244688,0.057179827,0.094252035,0.029285602,0.045610264,0.024945527,0.050736453,0.392626166,0.250474662,0.091107227,0.356065512,0.55816406,0.279485941,0.334192902,0.283648551,0.164890528,0.015650906
270.3999939,3.40E-05,0.289342016,0.10552229,0.026373083,0.439599603,0.116588675,0.020451438,0.101994373,0.384987056,0.050351828,0.202570871,0.092106126,0.058893655,0.095501311,0.028335735,0.046430252,0.024494516,0.050432034,0.394580066,0.253359973,0.093236193,0.359838158,0.565976322,0.284030914,0.336382121,0.287787288,0.166514754,0.017689733
269.5999756,-0.002004738,0.29249233,0.106373742,0.024933381,0.441497177,0.118042603,0.019144293,0.101201713,0.387839526,0.050201777,0.201178506,0.092271797,0.057084814,0.095396407,0.028613297,0.045590483,0.025393631,0.050073098,0.399431616,0.255245239,0.092143662,0.358614445,0.567978323,0.282316804,0.341900021,0.289043874,0.168372974,0.015792433
268.7999878,-0.000850659,0.294681191,0.107029095,0.024803642,0.443276227,0.118707955,0.017689923,0.103180043,0.389667362,0.050163452,0.203523487,0.091993943,0.056919996,0.096640199,0.026690515,0.046189237,0.025489781,0.05012536,0.400275528,0.257124573,0.094307929,0.361458272,0.572397411,0.284523428,0.34158957,0.291603446,0.168970272,0.016336136
268,-0.000992937,0.295785964,0.109070651,0.026896657,0.44837293,0.120428741,0.019076748,0.104817465,0.393550426,0.051802419,0.207104415,0.09565448,0.058753781,0.098088376,0.029753374,0.04700873,0.024734033,0.051739924,0.404838383,0.261274576,0.09770333,0.366879195,0.579517543,0.289506316,0.347186625,0.295965433,0.17254746,0.017917462
267.1999817,-0.000866367,0.300562382,0.107493192,0.026548501,0.452261388,0.119785778,0.017691351,0.103613228,0.398472607,0.051188953,0.208726302,0.096040659,0.057673179,0.097991116,0.028754745,0.047706421,0.026059428,0.05195323,0.410447568,0.262362301,0.096173622,0.369693518,0.583795071,0.290934026,0.350393891,0.298026353,0.171208605,0.017629342
266.3999939,-0.00249609,0.298975587,0.108545929,0.025337648,0.455324471,0.121208035,0.018540628,0.104665287,0.398754805,0.051659942,0.209835112,0.095373131,0.058078874,0.099569246,0.029070022,0.047544602,0.025288723,0.051413238,0.411118776,0.264181763,0.096036196,0.370727152,0.589786947,0.293533772,0.353138208,0.300494075,0.172904044,0.016894728
265.5999756,-0.002114594,0.302977622,0.109498963,0.024336433,0.457775354,0.121038377,0.017711682,0.106121123,0.401419967,0.0515798,0.211251587,0.095480673,0.05994999,0.099040136,0.028407445,0.046780396,0.025264798,0.052859664,0.413110942,0.264077991,0.097821757,0.375252098,0.590316296,0.294840902,0.355304629,0.302048683,0.173962236,0.015980413
264.7999878,-0.001066537,0.304793358,0.10998068,0.023788618,0.460941166,0.122636274,0.016860442,0.106959716,0.404827237,0.050624777,0.21232301,0.096502654,0.057387464,0.099981956,0.026616503,0.047442175,0.024368139,0.051760044,0.417173535,0.2685799,0.099377885,0.377446532,0.597974241,0.297551751,0.357483804,0.302865356,0.174397305,0.016399357
264,-0.000349527,0.307892233,0.112542063,0.025954358,0.463147193,0.124200754,0.018493138,0.106651261,0.407403022,0.052196592,0.215281665,0.097626634,0.06072554,0.101616934,0.028383458,0.047179528,0.026253501,0.053187061,0.420281798,0.269713759,0.099494465,0.379615724,0.602004349,0.300072491,0.359905332,0.307383359,0.178070635,0.016352208
263.1999817,-0.002142981,0.310012728,0.111679748,0.025320416,0.465417683,0.124095194,0.017446738,0.107624508,0.409883142,0.05268665,0.214982808,0.097064868,0.058450386,0.101379752,0.027613698,0.047420144,0.023981296,0.053682659,0.424226761,0.271597087,0.10068357,0.38275373,0.606974363,0.301209927,0.364230812,0.308868825,0.178180248,0.015049823
262.3999939,-5.05E-05,0.312182427,0.11438296,0.027404238,0.470036626,0.127190083,0.019319765,0.108323276,0.414524734,0.053956069,0.218855515,0.100662485,0.062156238,0.104474641,0.031689741,0.04950738,0.02593004,0.055094566,0.426938385,0.274897069,0.103230402,0.387696654,0.612004221,0.305256069,0.367465228,0.312693447,0.181686863,0.015392205
261.5999756,-0.000809373,0.312762827,0.11525809,0.025616731,0.472393155,0.123811469,0.017137416,0.108332939,0.415681452,0.053218428,0.21688433,0.100611575,0.060891423,0.104571618,0.029573277,0.047964066,0.025757289,0.054094084,0.430427045,0.274293363,0.103164353,0.38942191,0.615684688,0.307029456,0.368997037,0.312150449,0.181131765,0.015476695
260.7999878,-0.001957686,0.314387053,0.1155333,0.025096919,0.476788789,0.126653209,0.017460724,0.108161591,0.416879386,0.053109854,0.220140815,0.099841043,0.061031871,0.103827037,0.029020701,0.048412759,0.02558477,0.054131966,0.430935621,0.278003931,0.103069723,0.392318934,0.620087147,0.31055814,0.370958656,0.3150841,0.182558209,0.015917091
260,-0.00082193,0.317764074,0.117056765,0.02557895,0.479859173,0.127322912,0.017424157,0.108413905,0.420890182,0.054444976,0.221091107,0.101228051,0.062707491,0.105412625,0.030541075,0.048928898,0.026309658,0.053979281,0.435673088,0.279907435,0.103958271,0.39499706,0.622809768,0.311131984,0.373553634,0.317742974,0.184411973,0.016876239
259.1999817,-0.001501893,0.319652587,0.117574297,0.026417619,0.480971962,0.129236668,0.018592257,0.109532967,0.424565703,0.053789645,0.223929152,0.102055766,0.063308738,0.105686225,0.030842727,0.050611805,0.025985494,0.05456169,0.43878603,0.280199379,0.105327539,0.398060679,0.626169026,0.313973695,0.375770748,0.31937623,0.185466245,0.018607549
258.3999939,-0.000390495,0.320135057,0.117648959,0.026783016,0.485883892,0.129493475,0.018332986,0.110396668,0.424167007,0.055234794,0.225342333,0.102722928,0.062721632,0.106929116,0.0296195,0.050205581,0.024377994,0.055369776,0.441283256,0.282028616,0.105028674,0.398871005,0.630990446,0.315462172,0.380581409,0.321796209,0.185851708,0.017262299
257.5999756,-0.000913228,0.322926551,0.119383633,0.025963208,0.489252329,0.129721537,0.0179647,0.110548563,0.428503037,0.055488799,0.226211697,0.102849327,0.061757192,0.107883945,0.030289507,0.050101567,0.025212288,0.055419035,0.445014715,0.284571976,0.105180062,0.400624335,0.635335684,0.316288322,0.381073445,0.324783474,0.188308597,0.017402897
256.7999878,-0.001745447,0.326324999,0.120448008,0.02685166,0.490720183,0.130482048,0.019146673,0.112493858,0.42956686,0.055215806,0.2276963,0.103971556,0.06327717,0.108898543,0.031432051,0.050381508,0.026424715,0.055774882,0.448233813,0.287351936,0.107238732,0.40717569,0.638584912,0.321144998,0.384046048,0.32627818,0.188714713,0.017746035
255.9999847,-0.000829061,0.325970501,0.121008515,0.02696028,0.493329465,0.130779505,0.017876109,0.11219848,0.43451196,0.054226305,0.229093209,0.104169063,0.064127244,0.108989261,0.031421032,0.051269546,0.02575748,0.056692053,0.452930659,0.287195444,0.107653201,0.407561541,0.641006053,0.321038246,0.384626657,0.327231258,0.188556314,0.017931759
255.1999969,-0.000621802,0.328233033,0.121814281,0.026841195,0.497760326,0.131994933,0.019513285,0.11270652,0.4365291,0.055595525,0.230352983,0.104662657,0.063523009,0.110693567,0.031137832,0.051216681,0.025702603,0.056559403,0.454085201,0.289684117,0.108120389,0.412075222,0.643469155,0.323048711,0.389822811,0.329228908,0.190476775,0.017539445
254.3999939,-0.001018092,0.329362303,0.123304404,0.02758912,0.501007736,0.13336888,0.019634005,0.114626236,0.43806532,0.057073183,0.232417435,0.106342293,0.064687289,0.109673433,0.031727917,0.05232558,0.02715211,0.05754599,0.457102507,0.292117953,0.108766474,0.413141012,0.650425017,0.325245351,0.392485708,0.331396252,0.192416534,0.018110573
253.5999908,-0.000514205,0.329365999,0.122377001,0.026392173,0.50054276,0.132538974,0.017617239,0.114292018,0.441109091,0.056092408,0.231626347,0.105597317,0.063674591,0.110618591,0.030494755,0.051878955,0.026813606,0.056667689,0.460754573,0.292582631,0.109367006,0.414308459,0.650991201,0.328277051,0.393171161,0.331970751,0.193662599,0.017974844
252.7999878,-0.001364994,0.33110562,0.123754948,0.026128398,0.504188359,0.133122012,0.018038873,0.11513558,0.444169074,0.057222117,0.233443618,0.106400266,0.064540192,0.110786364,0.031497426,0.051561989,0.026144892,0.057336859,0.46271053,0.294722885,0.110128991,0.417018861,0.655746222,0.329957098,0.396053553,0.33299461,0.194171533,0.018501837
251.9999847,-0.001626988,0.334230959,0.125674352,0.026581716,0.508357763,0.13391158,0.017553138,0.114211127,0.444968522,0.056404624,0.234146148,0.10658627,0.064675331,0.11202047,0.03026486,0.05096161,0.025147194,0.057501663,0.467604131,0.293584824,0.109503657,0.420187235,0.6576581,0.330274791,0.397786886,0.336431712,0.195230201,0.017511442
251.1999969,-0.000705492,0.335833043,0.125286132,0.026747389,0.510705888,0.136992514,0.018249558,0.116646841,0.447144538,0.057640661,0.235934973,0.108157143,0.065309696,0.113047615,0.032515809,0.052755743,0.026874626,0.05843173,0.470420122,0.29709518,0.112088285,0.42213288,0.664629698,0.333881021,0.401522934,0.337461412,0.196371093,0.017813481
250.3999939,-0.002313572,0.337250382,0.125831306,0.025571043,0.512719154,0.134026289,0.017328806,0.115800105,0.448324591,0.056471217,0.237468645,0.107470021,0.065432861,0.11159914,0.031197626,0.051816594,0.024550363,0.056597941,0.470423669,0.298757225,0.110802472,0.423097372,0.666011095,0.333678871,0.402993262,0.338964403,0.195518687,0.014911697
249.5999908,-0.000669671,0.340698689,0.128423467,0.028500421,0.514584899,0.136507988,0.01741788,0.117393225,0.452390313,0.057842247,0.238924772,0.110440329,0.066479594,0.114805885,0.031405389,0.05236299,0.02670205,0.058692023,0.475371599,0.302280009,0.112050362,0.428114593,0.672091842,0.339467585,0.406263411,0.340390444,0.199070916,0.018337848
248.7999878,-0.000232756,0.340892166,0.126786187,0.02823133,0.521648467,0.137899384,0.017649131,0.11861182,0.457730502,0.058606397,0.241531774,0.11048957,0.065940291,0.1125964,0.031524479,0.054218445,0.026191715,0.05994577,0.477661312,0.303495437,0.113451265,0.430425972,0.675013125,0.340362251,0.409076303,0.343334675,0.198949054,0.017857147
247.9999847,-0.000465905,0.343185395,0.129244342,0.026771287,0.521879852,0.137393028,0.019305665,0.118485302,0.458163053,0.057607409,0.242408946,0.111319453,0.066242181,0.11476516,0.030999275,0.052822828,0.02645894,0.058956183,0.482400537,0.305234373,0.113950819,0.431570262,0.678222418,0.341308504,0.410379946,0.346186906,0.200092107,0.017179748
247.1999969,-0.001104288,0.34695977,0.129492015,0.027049337,0.526627719,0.138378322,0.018514074,0.117692269,0.460320652,0.058155075,0.244167566,0.111431554,0.06731578,0.115638219,0.032029863,0.054422118,0.026238816,0.06046566,0.485458553,0.30682838,0.11515414,0.437695801,0.685577869,0.345139772,0.413742513,0.348236948,0.202335119,0.019298844
246.3999939,-7.13E-05,0.35031271,0.130668759,0.02882478,0.531238139,0.142842785,0.018050825,0.119085744,0.46551916,0.059579898,0.245988295,0.111776501,0.067216255,0.115910292,0.032924239,0.054214224,0.026170682,0.060863402,0.490527302,0.308944643,0.116467789,0.438356847,0.687930942,0.347163975,0.417896986,0.349238545,0.202970177,0.018355399
245.5999908,-0.00023555,0.352254927,0.13127096,0.029159125,0.535241902,0.143042743,0.019634735,0.121384233,0.469848841,0.059056468,0.249062866,0.112840802,0.069132797,0.117557257,0.033545643,0.05610593,0.026643585,0.061412152,0.494779229,0.313294858,0.116810225,0.44117412,0.693230569,0.350834072,0.422006577,0.352992207,0.206076726,0.019420262
244.7999878,-0.001318904,0.354418069,0.133748651,0.027661864,0.538705766,0.142323345,0.018363338,0.120537721,0.472247362,0.059220351,0.248089254,0.113933653,0.066934496,0.118024059,0.033020169,0.054862704,0.025539415,0.06181049,0.496895671,0.314076752,0.118450105,0.444520325,0.70140332,0.352344424,0.422651947,0.354306638,0.205181271,0.020060584
243.9999847,-6.83E-05,0.357945681,0.132889807,0.030774478,0.544798493,0.142759427,0.018769614,0.122526661,0.476909399,0.060805779,0.252628416,0.115922265,0.070895858,0.119182155,0.034542806,0.055717226,0.027375812,0.063606463,0.503759801,0.318812847,0.118836649,0.449765056,0.704234123,0.355815768,0.429926008,0.358795762,0.206929535,0.020855218
243.1999969,-0.001600734,0.360738307,0.134641036,0.030328978,0.549895048,0.145146117,0.018988552,0.124143452,0.47699374,0.059093304,0.253459632,0.115391061,0.070860565,0.120232001,0.033803973,0.057316657,0.026723687,0.063976526,0.506836891,0.318460643,0.120622389,0.453505814,0.711405814,0.359227389,0.429905415,0.360187322,0.209269941,0.020360466
242.3999939,-0.000636225,0.364429444,0.135076717,0.028989291,0.551724136,0.144441634,0.019254899,0.123124264,0.483359397,0.059725739,0.254292548,0.116705664,0.06890782,0.12020728,0.032493822,0.055652253,0.025652513,0.063385531,0.509977639,0.322079897,0.120754659,0.458144784,0.717575431,0.361623436,0.43396613,0.363230705,0.210431263,0.020653035
241.5999908,-0.002274999,0.366975427,0.136400655,0.028578212,0.555316567,0.145696834,0.017802289,0.123668283,0.487491459,0.060073189,0.257593364,0.117349535,0.069390237,0.119650602,0.032282583,0.05609671,0.025435541,0.063059248,0.515112221,0.324525893,0.120108083,0.46174711,0.722505927,0.360727191,0.439288437,0.364761859,0.212269411,0.018458538
240.7999878,-0.000800123,0.371037334,0.138054356,0.0288346,0.563241482,0.149214581,0.01850651,0.126245394,0.492716789,0.061895497,0.260905594,0.119740963,0.071460128,0.121766858,0.035500236,0.058363236,0.028167965,0.065807618,0.521730602,0.32741946,0.122883223,0.468545824,0.727261961,0.367056191,0.442813546,0.371887714,0.214756474,0.020181021
239.9999847,-0.001837841,0.375924051,0.139865115,0.030119924,0.566916943,0.149817154,0.018153569,0.12694715,0.498403132,0.060609568,0.263685226,0.120730668,0.072591349,0.123744004,0.034825236,0.059866402,0.027446894,0.065433219,0.526590169,0.33070311,0.125010014,0.471034676,0.73540324,0.371585161,0.446113348,0.374006689,0.216782138,0.020153064
239.1999969,-0.000628677,0.379315615,0.139818147,0.029758198,0.573917747,0.15206553,0.01826079,0.12718682,0.502013862,0.061716579,0.265338689,0.12192148,0.071740657,0.124658808,0.03314722,0.059232991,0.02627407,0.06593857,0.532030225,0.334477127,0.125843555,0.475259304,0.743084967,0.374872536,0.451972246,0.376011133,0.21874851,0.020556865
238.3999939,-0.00090708,0.382227659,0.143060446,0.03132854,0.580364227,0.152888611,0.019825498,0.129349142,0.505707622,0.062374841,0.268416911,0.122435302,0.073146984,0.12707974,0.035427291,0.059093747,0.026996886,0.066155501,0.538577139,0.336340487,0.126614332,0.480210841,0.752525926,0.377930284,0.456349194,0.38118577,0.220659092,0.021438368
237.5999908,-0.000310469,0.387524486,0.145393252,0.032502498,0.587360501,0.155722112,0.019718187,0.131697699,0.511032343,0.062734917,0.271759868,0.125179961,0.074648187,0.129414693,0.036764983,0.061071556,0.027673369,0.067402534,0.543915868,0.34250617,0.128872812,0.485306293,0.757184207,0.383621067,0.462699771,0.38462022,0.223782748,0.021074124
236.7999878,-0.000944586,0.390753537,0.145530284,0.031093588,0.590985596,0.155380711,0.019266453,0.131984934,0.513537288,0.064239956,0.273470163,0.123554356,0.072283641,0.127256215,0.033433743,0.060077794,0.025750367,0.067025945,0.548492611,0.343929589,0.128324956,0.488832027,0.764649093,0.384806037,0.464550585,0.387882412,0.225724056,0.019584119
235.9999847,-0.000426443,0.394684523,0.147625595,0.032150686,0.597231627,0.157563046,0.018740315,0.133512512,0.521487355,0.063998006,0.277579457,0.126660526,0.073795877,0.128953934,0.035540212,0.062293984,0.026758732,0.068442732,0.556070149,0.348076731,0.130597144,0.494192004,0.771409452,0.38881731,0.469871998,0.39086616,0.225588307,0.021233195
235.1999969,-0.00150504,0.399567038,0.149907842,0.032277565,0.602823973,0.160344839,0.018184852,0.136054605,0.523795724,0.064272977,0.279343307,0.127014875,0.075535007,0.129976183,0.036210731,0.063215993,0.027463246,0.069112949,0.561429501,0.350851089,0.132593364,0.500445604,0.777077675,0.3917211,0.475921601,0.39503023,0.229195699,0.021831498
234.3999939,-0.001484866,0.402957827,0.14978233,0.030860709,0.608014524,0.161588073,0.018178968,0.135501832,0.531199575,0.06471286,0.281776607,0.12859869,0.073576629,0.131927595,0.037312698,0.061951622,0.027369939,0.069366187,0.568446934,0.35425669,0.132056758,0.504234016,0.786270201,0.395666242,0.478369325,0.39948374,0.230202496,0.02075493
233.5999908,-0.001451844,0.407111108,0.151666179,0.031719785,0.614787042,0.163430452,0.019370837,0.13808085,0.536235094,0.065075263,0.285489768,0.130565077,0.076513499,0.134532303,0.0365761,0.063441277,0.027120339,0.070969038,0.571272016,0.359261453,0.134889081,0.509813547,0.792600572,0.399464518,0.484888822,0.404254407,0.233613715,0.021628208
232.7999878,-0.000372702,0.41200456,0.153653398,0.033114448,0.621509314,0.163360313,0.017557181,0.137916669,0.540890634,0.065599285,0.288602024,0.130665019,0.076847114,0.135462791,0.036280908,0.063902512,0.027072534,0.070794113,0.578055799,0.362473309,0.137028649,0.51497829,0.801953256,0.403301567,0.489562511,0.408957303,0.236087635,0.021222459
231.9999847,-0.000692208,0.416660696,0.155777127,0.034167074,0.630048215,0.166188911,0.021035457,0.140503675,0.547503829,0.067193165,0.292409688,0.132845998,0.078373902,0.136891678,0.03731899,0.065721296,0.027841169,0.071501262,0.584205508,0.365462482,0.137809187,0.520716906,0.807083547,0.407054991,0.495155275,0.412915945,0.239366993,0.021866314
231.1999969,0.000545034,0.421618193,0.158458322,0.034481846,0.63555789,0.169013515,0.019373192,0.141914457,0.552877307,0.067362241,0.296417624,0.134810612,0.078669913,0.138262257,0.038051568,0.066226378,0.028015608,0.074003637,0.591668069,0.368014783,0.139586046,0.528134108,0.81722486,0.412821353,0.501548231,0.417741388,0.24183701,0.022008006
230.3999939,-0.001077538,0.424512953,0.159036756,0.033834893,0.638778091,0.168734208,0.019194614,0.142629162,0.557772994,0.067740537,0.299367666,0.135295734,0.079307981,0.139511794,0.038184054,0.066070713,0.02689999,0.073481642,0.596553862,0.371887535,0.141007349,0.530897677,0.823485851,0.414759457,0.504984856,0.419624746,0.243803829,0.021012744
229.5999908,-0.000814643,0.430314541,0.161204368,0.034894377,0.64750433,0.171489134,0.01873764,0.145247951,0.563664377,0.06862314,0.302157641,0.136737838,0.080218047,0.14226906,0.039504536,0.067644976,0.028059982,0.073885784,0.601989627,0.375949353,0.142844766,0.536575377,0.830997825,0.420947701,0.512816668,0.425479233,0.247812703,0.021861877
228.7999878,-0.000669361,0.43392387,0.162973806,0.034344826,0.654211581,0.172785312,0.019081779,0.146022767,0.567991614,0.06912069,0.305607647,0.137762889,0.081669569,0.141523689,0.040452011,0.069199152,0.028691689,0.076304726,0.607433975,0.379532337,0.14337644,0.541659892,0.83844775,0.42170167,0.517811835,0.432110786,0.249986276,0.02111108
