wavelength (nm),DOMBlank1,DOMSTD16,DOM12101,DOM12117,DOM12126,DOM12146,DOM12172,DOM12206,DOM12210,DOMBlank2,DOM12253,DOM12259,DOM12260,DOM12262,DOM12290,DOM12291,DOM12306,DOM12207,DOM12470,DOMBlank3,DOM12534,DOM13288,DOM13296,DOM13315,DOM13432,DOMBlank4
311.1999817,0.00874943,0.178977296,0.033295181,0.061748777,0.082815118,0.096864127,0.017116655,0.020995056,0.023443434,0.023549456,0.025111072,0.04034945,0.042727873,0.083404355,0.14767243,0.083515778,0.032229301,0.035361126,0.075213872,0.030560488,0.130452097,0.058970768,0.044025335,0.052251682,0.108932942,0.033629071
310.3999939,0.006247806,0.182056591,0.036533382,0.057341527,0.084749021,0.096246056,0.020065516,0.021764813,0.024864931,0.023102785,0.025626946,0.042943999,0.041215427,0.085032448,0.148229018,0.08191698,0.032972578,0.032013983,0.077672906,0.031987119,0.128240749,0.062303845,0.043172788,0.055041965,0.105914839,0.032856077
309.6000061,0.00978708,0.18630068,0.039069735,0.05862435,0.088644177,0.102657147,0.017577963,0.023602258,0.026399655,0.026853753,0.028958632,0.046189897,0.044601277,0.086108282,0.153650999,0.087243967,0.037411805,0.034495749,0.078039847,0.031169841,0.131921202,0.063441724,0.050570562,0.054279715,0.111226238,0.035098273
308.7999878,0.007591956,0.189423382,0.037466545,0.059411988,0.086823635,0.098196276,0.020606808,0.023421004,0.029427048,0.025193552,0.027852045,0.044888344,0.045056645,0.088432543,0.154265642,0.087784864,0.033953,0.037314728,0.079753131,0.03517852,0.135940895,0.065755025,0.047174163,0.058409724,0.109357484,0.035813112
308,0.005278386,0.188246071,0.037542574,0.060997225,0.087239154,0.101579614,0.017165152,0.023032766,0.028921276,0.025650783,0.029357996,0.04458642,0.04402018,0.087702051,0.154913023,0.087360054,0.037260264,0.034199979,0.081066683,0.034354016,0.137056723,0.066641085,0.049619813,0.055388067,0.111001432,0.032902543
307.1999817,0.003570019,0.191409439,0.035386372,0.062617481,0.085879385,0.096715875,0.015961884,0.01935097,0.024737788,0.024249982,0.028582055,0.043042086,0.040389393,0.082099266,0.1533508,0.086114526,0.034746315,0.037652884,0.080404818,0.031260353,0.132703081,0.06289047,0.048982296,0.053444318,0.110177964,0.032505456
306.3999939,0.009782949,0.198961288,0.038702291,0.064196236,0.089712076,0.103616513,0.021029208,0.023796301,0.02684918,0.026871651,0.030069459,0.045466755,0.044787776,0.088151962,0.158606961,0.091065086,0.036162902,0.036623694,0.079709217,0.034790456,0.137213901,0.066307858,0.049090654,0.059466455,0.113295056,0.032811772
305.6000061,0.007792468,0.196881384,0.036963224,0.064466551,0.086886741,0.099452868,0.019837637,0.019301442,0.027019007,0.023121132,0.025331886,0.044992238,0.043820869,0.086060777,0.158722773,0.089701764,0.034054283,0.036725093,0.081575669,0.032681976,0.13980943,0.064185344,0.048028711,0.053313445,0.110155746,0.031505134
304.7999878,0.003262544,0.194066554,0.037729423,0.062605999,0.087603666,0.100069076,0.013769099,0.021002391,0.024124799,0.023264214,0.022994088,0.03909599,0.04172048,0.083693489,0.15605998,0.087798491,0.032879505,0.034320816,0.078520395,0.030402156,0.138244167,0.063006721,0.046145391,0.055766702,0.111415729,0.031137859
304,0.007037906,0.201481596,0.039006069,0.066460229,0.089421928,0.102684557,0.018587448,0.023912337,0.027690446,0.025888329,0.02451963,0.044592127,0.045651499,0.090844795,0.158904359,0.088975944,0.035910811,0.034845091,0.082028218,0.034705739,0.139164791,0.066848733,0.050776284,0.057433434,0.116824657,0.032869343
303.1999817,0.007151628,0.201469123,0.040304061,0.065881602,0.09107776,0.105977342,0.019046914,0.022795383,0.029377909,0.025671598,0.025480749,0.046439558,0.045067988,0.090214416,0.162658811,0.093804598,0.036194187,0.036107734,0.08194834,0.035895657,0.14405784,0.06765765,0.050029613,0.059395399,0.119732164,0.033206731
302.3999939,0.006237854,0.200102031,0.037878614,0.064146779,0.091039293,0.106454209,0.017346777,0.021813614,0.027888782,0.023009975,0.025326233,0.043196946,0.045717381,0.089519642,0.165746942,0.092252843,0.037248388,0.036626227,0.083013289,0.033003327,0.141413942,0.062577561,0.049144045,0.057379812,0.116290964,0.032551322
301.6000061,0.00869402,0.203536928,0.039142389,0.068308778,0.092349403,0.108386926,0.019731812,0.024386648,0.028418031,0.026741553,0.027819809,0.044940505,0.045017336,0.093258046,0.166332781,0.094142541,0.034036171,0.038283981,0.083656207,0.035712514,0.146756709,0.066362679,0.052508999,0.0590229,0.118096009,0.035601631
300.7999878,0.009340766,0.207398638,0.042771462,0.070882417,0.09329401,0.110095538,0.0226641,0.02383844,0.030738328,0.02822716,0.02844459,0.049608324,0.048001651,0.094557501,0.169082671,0.09586034,0.037872147,0.040385243,0.085773371,0.035716478,0.14816533,0.071962923,0.049947795,0.06080316,0.119568467,0.037374705
300,0.004792365,0.211324006,0.038802307,0.067380495,0.092518054,0.106426626,0.016458664,0.022280106,0.026865071,0.023853946,0.026381142,0.045704555,0.0458549,0.091087781,0.166864216,0.094634198,0.03489735,0.035491221,0.085586421,0.032506406,0.143845737,0.068285331,0.04895784,0.056455266,0.118402302,0.031389806
299.1999817,0.005596417,0.211787432,0.041524161,0.0655187,0.09331619,0.110741533,0.018540304,0.021989569,0.028217075,0.025995526,0.028025962,0.046611428,0.046841435,0.094167814,0.167539999,0.096762672,0.034705881,0.038892187,0.08551304,0.03166749,0.147472993,0.067236111,0.053350676,0.060236502,0.122608803,0.032753233
298.3999939,0.007839118,0.214843929,0.045747176,0.071173064,0.097498894,0.110382982,0.020642232,0.021976309,0.027496558,0.027049117,0.029708302,0.04947973,0.049516603,0.096239202,0.170626998,0.100245863,0.036273733,0.039262369,0.084516905,0.036832493,0.14869675,0.07187824,0.052998912,0.060842704,0.127007291,0.035623856
297.6000061,0.007259009,0.215571493,0.046655379,0.071940437,0.098602816,0.116265319,0.01865254,0.024608985,0.027459908,0.027865568,0.0301886,0.047667336,0.047002155,0.097331993,0.173396736,0.099023037,0.039294474,0.041787196,0.087359294,0.036393434,0.153228894,0.071453042,0.054930586,0.060289171,0.12806873,0.035401959
296.7999878,0.011346476,0.219461501,0.047173873,0.071351804,0.100978933,0.112407334,0.02141672,0.024121378,0.03083186,0.026328085,0.031888906,0.050095405,0.050772849,0.096390724,0.179625392,0.101138324,0.039577913,0.042587742,0.087809391,0.037809789,0.153753221,0.073392555,0.055233382,0.063485853,0.127623901,0.03728136
296,0.009011312,0.22233817,0.044013277,0.071957514,0.098754704,0.115453601,0.018963808,0.022484001,0.03130912,0.028637879,0.031278711,0.050825287,0.046960648,0.098976508,0.17710276,0.100062326,0.037394509,0.040761281,0.085657328,0.033695981,0.1544379,0.07444685,0.052216765,0.060405981,0.129583657,0.036906831
295.1999817,0.008081253,0.224701747,0.044898018,0.074034698,0.099782176,0.118277408,0.020348176,0.021554373,0.03217781,0.027630139,0.031128014,0.050836518,0.047016896,0.097575881,0.178232297,0.101342775,0.035981983,0.041805778,0.088387609,0.036848273,0.156459287,0.07347931,0.052372742,0.06397365,0.129533634,0.036996033
294.3999939,0.006429808,0.226885766,0.045226876,0.073410764,0.102631114,0.115541071,0.01908562,0.023338832,0.028821183,0.028359914,0.026749372,0.048948396,0.049550638,0.098201141,0.17682083,0.102380961,0.036057439,0.042013377,0.088787831,0.036634397,0.155386642,0.071639717,0.050022379,0.060587365,0.128920138,0.038220119
293.6000061,0.007354807,0.223765805,0.042127397,0.074489258,0.101564109,0.118614778,0.0171159,0.020801853,0.028352702,0.026158255,0.026542282,0.048224874,0.046699937,0.103052922,0.176994219,0.103905231,0.037116017,0.039463371,0.088002056,0.035901476,0.160203919,0.074464276,0.054192021,0.060864743,0.131048843,0.036258001
292.7999878,0.003950875,0.22820358,0.046199773,0.0744294,0.100974426,0.118613042,0.018820189,0.023919694,0.026661834,0.024052946,0.027185287,0.050388455,0.047128111,0.102415331,0.183377072,0.103019804,0.036220323,0.038929671,0.089262046,0.037028395,0.159615144,0.074636199,0.051912125,0.06368193,0.130458877,0.034052771
292,0.008084839,0.228520349,0.045885917,0.074056521,0.104225494,0.120152116,0.020166161,0.024384566,0.028218651,0.025249351,0.028878393,0.050718095,0.049905252,0.101498835,0.181017861,0.104973853,0.036941525,0.043529268,0.091670707,0.034406438,0.160581976,0.075912789,0.054140147,0.061828576,0.133584619,0.037151009
291.1999817,0.007547018,0.233045891,0.048000667,0.076658562,0.10592749,0.122576706,0.022109209,0.023790751,0.028219646,0.02617904,0.031196237,0.049124274,0.048959404,0.104828112,0.185369194,0.105321594,0.038303714,0.043929063,0.090260841,0.037165813,0.160004631,0.076264769,0.05437218,0.06470339,0.134465545,0.036337588
290.3999939,0.003349507,0.232515767,0.047260854,0.077514783,0.103395023,0.119852774,0.018738396,0.022759428,0.028324381,0.026419187,0.028110379,0.051222969,0.048751269,0.106780835,0.187704623,0.105560213,0.037965279,0.04230433,0.093293823,0.034418542,0.16338551,0.077335186,0.05520143,0.06454061,0.133850798,0.036421329
289.6000061,0.004751564,0.237184167,0.045378093,0.078946359,0.106835283,0.123722181,0.020048412,0.022705583,0.02983699,0.027539693,0.028800743,0.054717455,0.048030563,0.103774048,0.189906374,0.106853128,0.036373306,0.043923505,0.092499025,0.034577284,0.164034814,0.075981639,0.054781146,0.063445084,0.136902675,0.037397079
288.7999878,0.00681773,0.240403757,0.046698295,0.077617377,0.107915632,0.126073465,0.022399362,0.023168093,0.02932022,0.027103972,0.030716991,0.055704191,0.052430891,0.10678573,0.193341211,0.110153474,0.038192164,0.041542903,0.091402821,0.03545535,0.16650033,0.076606311,0.053870987,0.063385263,0.137860805,0.036410943
288,0.010989639,0.243963599,0.050637983,0.081642427,0.110007785,0.127304837,0.022663608,0.024682546,0.0308738,0.028977918,0.03236822,0.055301853,0.050777886,0.109699294,0.195090786,0.109641217,0.038675491,0.043148998,0.092815086,0.037535261,0.16745469,0.078262202,0.054622658,0.063126899,0.138078108,0.03841586
287.1999817,0.007071136,0.245764822,0.048751503,0.081400946,0.10852503,0.127893373,0.018724261,0.022066584,0.026946893,0.025610527,0.028282577,0.054503813,0.049602751,0.107469551,0.1925769,0.10957741,0.037784684,0.043481112,0.092850283,0.035493243,0.168078974,0.077609479,0.054257482,0.066014022,0.139270052,0.037312191
286.3999939,0.005575991,0.246204272,0.046494726,0.079647675,0.105757318,0.124102801,0.019693645,0.022860127,0.026255893,0.02409935,0.028241413,0.051512789,0.049536943,0.10785567,0.195199683,0.108279258,0.035711139,0.040854666,0.094764061,0.036560189,0.168223664,0.078881629,0.053887282,0.064581729,0.140610263,0.03664628
285.5999756,0.007881898,0.248496369,0.047532272,0.079652488,0.109402843,0.129063636,0.019971076,0.022702666,0.027603352,0.024359295,0.028008817,0.050549448,0.049244903,0.108005248,0.197840065,0.109237097,0.03626743,0.042389028,0.095062286,0.035528272,0.171664089,0.078560501,0.053622615,0.06494721,0.141061321,0.037679054
284.7999878,0.005770958,0.253477931,0.048310995,0.082456574,0.110376574,0.126563609,0.020135196,0.025211081,0.028503159,0.024501855,0.028155258,0.052535731,0.050907705,0.10947068,0.197673619,0.109351657,0.037446652,0.044449557,0.096047565,0.036069307,0.174420089,0.080778971,0.05436065,0.065845452,0.141314328,0.036147315
284,0.008473716,0.255732983,0.05240256,0.085894905,0.114314511,0.135524571,0.023505295,0.024653668,0.032044522,0.024534009,0.032574065,0.056109965,0.05050699,0.115629301,0.204411,0.114197426,0.041279901,0.048063003,0.097053438,0.038296223,0.175924078,0.081509583,0.058381654,0.06689062,0.147720993,0.038537819
283.1999817,0.002010628,0.252606422,0.046325006,0.080500774,0.111095198,0.129193693,0.019142535,0.019504676,0.025853025,0.023448789,0.029554822,0.051933449,0.049778663,0.109539799,0.198956624,0.110011123,0.037361786,0.042665668,0.093231507,0.033555236,0.172080934,0.075477988,0.05251151,0.061617732,0.142246321,0.035033029
282.3999939,0.0086824,0.25722912,0.052663505,0.084813528,0.117911018,0.134700403,0.022871232,0.022921003,0.030090516,0.02550724,0.031822305,0.056274448,0.054562483,0.115128458,0.205865294,0.116837561,0.041320924,0.046636414,0.098326497,0.038629767,0.177752495,0.082061611,0.056783527,0.068852581,0.150614411,0.038772192
281.5999756,0.004041661,0.258084297,0.050866727,0.084892362,0.114551894,0.13570869,0.018613197,0.022710957,0.028680241,0.024476577,0.031999405,0.056191832,0.050551455,0.115615822,0.204896227,0.113006413,0.037168521,0.044941537,0.098646216,0.03488585,0.177470848,0.080895379,0.055337135,0.069237798,0.14999719,0.039866641
280.7999878,0.008158082,0.262040317,0.054404926,0.089286558,0.117107607,0.140798166,0.021988753,0.025286501,0.029819079,0.026437592,0.031187698,0.057642404,0.055343606,0.119619809,0.206904814,0.11871466,0.038936354,0.048351154,0.098910481,0.036612064,0.180831552,0.083878592,0.059858292,0.070222095,0.153841049,0.040279321
280,0.006951016,0.264835537,0.050778788,0.085523285,0.118355319,0.136272818,0.02111377,0.02363462,0.02961853,0.027519559,0.029239194,0.055769939,0.051965222,0.118972398,0.20651716,0.118221499,0.038287573,0.045251295,0.098620616,0.035529874,0.179294735,0.083016112,0.056415088,0.069454022,0.1487903,0.036256425
279.1999817,0.009008617,0.268085957,0.053707588,0.088685229,0.120344311,0.140363365,0.020240655,0.026458059,0.027917214,0.027311523,0.031777877,0.057068963,0.053672291,0.120837532,0.213439301,0.117740504,0.039979588,0.046323769,0.100101732,0.037104148,0.182888478,0.081556335,0.057220668,0.068869144,0.153349891,0.03803286
278.3999939,0.007447228,0.271232933,0.054384619,0.089091539,0.119377464,0.140390471,0.021984641,0.023804724,0.02949021,0.025680358,0.031784508,0.061167713,0.052972183,0.121793687,0.214218199,0.120224491,0.039366629,0.046768747,0.098804198,0.036856301,0.185376182,0.085478403,0.056664325,0.069281735,0.154508531,0.037708305
277.5999756,0.00636647,0.271911562,0.053955924,0.090795211,0.120131187,0.139623031,0.022345262,0.022904357,0.025392286,0.025901627,0.031883754,0.05759662,0.05238349,0.122635789,0.215171948,0.119424596,0.038411587,0.046402108,0.102745682,0.034917742,0.186061397,0.084887169,0.057928346,0.069208048,0.155351326,0.036321435
276.7999878,0.004992899,0.27422449,0.053758532,0.087557651,0.118057519,0.139240161,0.021634821,0.022890741,0.028205447,0.024639064,0.031175433,0.059825819,0.051480904,0.123518713,0.216221243,0.120744407,0.040327862,0.041786909,0.100815654,0.036159188,0.187007293,0.086367488,0.059388958,0.070048414,0.156677008,0.037111621
276,0.006189432,0.276930511,0.055173714,0.092099182,0.123523325,0.143697456,0.022456249,0.024975056,0.029367551,0.027951032,0.032843795,0.062231332,0.054210879,0.126431018,0.219053224,0.121404432,0.04034289,0.046366192,0.102466591,0.038438059,0.185836852,0.088145807,0.058881354,0.069809921,0.157724187,0.039643705
275.1999817,0.004614215,0.278919965,0.053428687,0.091331676,0.122499481,0.139974117,0.019863324,0.025293553,0.027216842,0.025729327,0.031346455,0.058951616,0.053518042,0.124851115,0.219238192,0.12147335,0.036912438,0.043256853,0.102048621,0.037519909,0.191389203,0.087609872,0.058008779,0.070353054,0.159252033,0.036919598
274.3999939,0.009809108,0.284779787,0.05683206,0.093855552,0.125464395,0.148352891,0.022193737,0.025820689,0.03015014,0.026575716,0.03363819,0.062291864,0.053860206,0.128604427,0.223719865,0.126784429,0.040872268,0.048127547,0.107391715,0.039096188,0.194826514,0.087088838,0.060435671,0.072818369,0.163228512,0.039480098
273.5999756,0.006695342,0.281263083,0.05730227,0.094982065,0.123558998,0.146006569,0.022818573,0.026675073,0.030456157,0.029503148,0.032174408,0.061959267,0.056337573,0.130456001,0.226047605,0.127413184,0.040900599,0.047520142,0.108455107,0.039304506,0.192144975,0.088166833,0.062407926,0.074709274,0.163863882,0.041097436
272.7999878,0.005849268,0.286718071,0.058121279,0.097770534,0.126379833,0.148272038,0.024282996,0.027014159,0.030021137,0.027815945,0.033543602,0.063194588,0.05526381,0.130622923,0.226573512,0.125921369,0.039309181,0.047452193,0.106879287,0.036834013,0.194376826,0.090296946,0.061090209,0.071499459,0.163678765,0.038472705
272,0.006178903,0.289653182,0.056144163,0.098304845,0.127956912,0.151661143,0.023255721,0.025422011,0.030115485,0.030451881,0.034304708,0.063191265,0.056145608,0.131899744,0.230512977,0.12813367,0.042134557,0.0487343,0.108107738,0.036984958,0.197965339,0.09208075,0.062368628,0.074934632,0.167199925,0.040140174
271.1999817,0.007132628,0.292454153,0.057072949,0.096049152,0.129760772,0.151700541,0.023343831,0.026870688,0.029123582,0.028548438,0.03470964,0.062312718,0.054528642,0.132142574,0.228242293,0.129437149,0.040713318,0.049572807,0.10921716,0.038554594,0.19795087,0.090833947,0.061574597,0.07378339,0.167631,0.039588772
270.3999939,0.006831325,0.294242024,0.061604161,0.100710206,0.129246578,0.153273284,0.024180381,0.026728366,0.029231802,0.028318882,0.035482597,0.06424842,0.056385376,0.132556692,0.23372002,0.130619109,0.041861586,0.050136834,0.108720526,0.040161867,0.199840993,0.093316346,0.062802903,0.074915499,0.168123916,0.039723914
269.5999756,0.002845315,0.292770177,0.05650562,0.097278394,0.127260894,0.151334822,0.020482535,0.022119505,0.026013335,0.026453024,0.031493418,0.059525326,0.056339636,0.131976515,0.232493132,0.129902035,0.037169594,0.047944121,0.106956765,0.037024505,0.200460881,0.089721054,0.061313912,0.07134717,0.165830135,0.036150098
268.7999878,0.004396388,0.297427326,0.057723317,0.098364867,0.132101238,0.154726163,0.022046158,0.023652168,0.027762767,0.026905691,0.033224784,0.063267171,0.055550307,0.135355443,0.235052809,0.129262269,0.041503966,0.049278278,0.108312808,0.03695336,0.202489078,0.091941863,0.06269481,0.075496502,0.16832003,0.037454806
268,0.006498252,0.29966113,0.060663056,0.102671571,0.132446364,0.156371042,0.024242127,0.026032656,0.029297233,0.029544488,0.034447096,0.06466262,0.057923466,0.136792854,0.238940522,0.132351533,0.041790616,0.053079609,0.111468695,0.041658107,0.203978315,0.093945459,0.064555116,0.076343857,0.171091288,0.038515698
267.1999817,0.006506923,0.303219199,0.06054987,0.100800045,0.132274479,0.157233,0.023089245,0.025566349,0.027348243,0.027106397,0.033865903,0.063023575,0.05761651,0.13717404,0.237768486,0.131729215,0.038734213,0.049120739,0.111243427,0.038007855,0.204364836,0.094774783,0.063936844,0.073997222,0.171393827,0.036369845
266.3999939,0.007255088,0.30708316,0.062029433,0.106063984,0.13536796,0.16004175,0.02446921,0.0284012,0.031290118,0.0290168,0.03657224,0.065026194,0.059475094,0.140606761,0.242446721,0.13645123,0.042157773,0.051317789,0.114496395,0.043460883,0.205111072,0.09778551,0.065699376,0.078138448,0.175290555,0.041160468
265.5999756,0.008393268,0.30922994,0.062934995,0.104820304,0.136358991,0.162498429,0.024424681,0.026814789,0.029475277,0.02859024,0.035432067,0.067463577,0.061250657,0.143219426,0.242296234,0.137952983,0.041717947,0.051478252,0.115222074,0.04304003,0.209515229,0.09571214,0.064824373,0.077985696,0.177005306,0.040881086
264.7999878,0.006205318,0.312348247,0.065244652,0.108191446,0.137451634,0.165135995,0.024535133,0.028791973,0.032394633,0.029611712,0.037265763,0.068025909,0.059387889,0.143543094,0.24463813,0.13787137,0.043120783,0.053125594,0.117502391,0.043946188,0.210546464,0.097818196,0.06645076,0.080120407,0.178519398,0.04174516
264,0.005590674,0.312530875,0.060329296,0.104377456,0.135470569,0.161170676,0.02201446,0.024953807,0.029221002,0.028174123,0.032718368,0.063906528,0.05602134,0.14213258,0.2450656,0.137356401,0.039896324,0.048126392,0.115283907,0.040437803,0.211977601,0.094553575,0.065029532,0.075989686,0.177819923,0.037660673
263.1999817,0.00524676,0.314456016,0.061093543,0.105052345,0.137575135,0.163386598,0.02430046,0.02545459,0.029338386,0.030157909,0.034492243,0.065708317,0.058424976,0.144702166,0.249280095,0.137053341,0.042258222,0.051885929,0.115103051,0.039537877,0.211299673,0.098158047,0.06684617,0.078372069,0.178006545,0.037038121
262.3999939,0.006359903,0.316597402,0.065001205,0.108602069,0.138227552,0.165497959,0.022051686,0.026311142,0.030190125,0.029838515,0.037625868,0.067015588,0.059951983,0.147348315,0.250060201,0.1406409,0.0436185,0.05182587,0.115956575,0.040405188,0.21355243,0.098731667,0.066506505,0.079473101,0.180792615,0.040553682
261.5999756,0.007794788,0.319067091,0.066346489,0.108689666,0.140360385,0.169966087,0.026028369,0.027977977,0.033163425,0.030837003,0.039064862,0.068157904,0.06095013,0.14771302,0.252202153,0.141391024,0.042699199,0.053720947,0.118418008,0.044120856,0.215216145,0.101738103,0.06757471,0.081336945,0.183774367,0.041113939
260.7999878,0.007384664,0.316094488,0.064437762,0.108606197,0.139814541,0.169001028,0.023158235,0.028079698,0.03094996,0.030514359,0.036552951,0.068260126,0.060302019,0.149529055,0.250551045,0.140998289,0.043062408,0.053149525,0.117668748,0.043906551,0.215266019,0.099511005,0.067365415,0.078764774,0.183675215,0.040129188
260,0.008594099,0.323570788,0.064150982,0.109864451,0.142804816,0.169901386,0.023956347,0.028146807,0.030317098,0.032245416,0.036005747,0.06859789,0.061256111,0.149587497,0.254797757,0.14132759,0.043901365,0.053619336,0.120354042,0.043640081,0.217612594,0.099749707,0.067613848,0.078902274,0.186015546,0.041681729
259.1999817,0.005654109,0.322805226,0.065386243,0.11050269,0.142399788,0.170454219,0.025762837,0.027415708,0.02987423,0.028989872,0.036694389,0.067032322,0.059751969,0.148424953,0.252104849,0.140573829,0.043081447,0.051766984,0.11678306,0.0420756,0.216910824,0.09761785,0.065578789,0.078955889,0.182265312,0.038758889
258.3999939,0.006219419,0.324523836,0.065398403,0.10950765,0.14255479,0.172355086,0.023735931,0.027426213,0.028721362,0.030142261,0.036656056,0.067545772,0.05934824,0.149980262,0.254359573,0.141636252,0.041789845,0.054469597,0.118855268,0.041760918,0.219256192,0.101801686,0.067931496,0.080369182,0.188159823,0.041285023
257.5999756,0.005125076,0.327139556,0.067472078,0.110705093,0.140422732,0.173940286,0.02337631,0.025919158,0.029389266,0.031830743,0.03401453,0.067604922,0.059758592,0.149629146,0.253733546,0.140675142,0.042067446,0.05334283,0.117533542,0.04118133,0.2214026,0.097892486,0.066875517,0.080213748,0.184040874,0.036685966
256.7999878,0.007553419,0.328629404,0.067038059,0.111218579,0.145152301,0.17535013,0.025904816,0.026566388,0.030958466,0.03355876,0.035647485,0.070621595,0.06003413,0.155302048,0.257987917,0.14263323,0.042337518,0.053021926,0.119346358,0.041456658,0.219898775,0.101781786,0.068747707,0.083258487,0.189908937,0.039928276
255.9999847,0.007650467,0.330069482,0.06612087,0.114807375,0.145664945,0.174886733,0.023263695,0.02909532,0.030326396,0.029494559,0.035542011,0.070101552,0.059290316,0.152538002,0.257323057,0.142848909,0.04262035,0.052900948,0.117371887,0.040279124,0.223418057,0.102533318,0.068850517,0.082787052,0.187724158,0.039465439
255.1999969,0.005757579,0.332659006,0.066914111,0.111986868,0.145761535,0.177610949,0.027253252,0.028062329,0.029923452,0.030316571,0.03614087,0.070792072,0.059679616,0.15496181,0.257919014,0.144670531,0.045005534,0.054630291,0.121406421,0.040314995,0.224201441,0.105421372,0.068637818,0.081436008,0.190591469,0.039677255
254.3999939,0.005563012,0.335369289,0.066360541,0.113915078,0.146060228,0.176996559,0.024286062,0.027839597,0.031184193,0.030702654,0.035701554,0.069558829,0.061250597,0.154178575,0.263136119,0.145124242,0.042125456,0.054077283,0.121433705,0.040309768,0.223643228,0.102609538,0.068002358,0.080859922,0.18949391,0.039716113
253.5999908,0.00704351,0.337912947,0.067274615,0.11599654,0.147064731,0.180058494,0.026383948,0.03194708,0.031312875,0.030471457,0.03768165,0.070988178,0.064487092,0.157015294,0.263328135,0.144913137,0.043718655,0.054128565,0.123380475,0.042392112,0.228486881,0.103240453,0.072779551,0.084051587,0.192995131,0.041905202
252.7999878,0.006278402,0.337533832,0.066940084,0.114761479,0.146355346,0.17970486,0.023209788,0.026730487,0.027664319,0.030118676,0.035534874,0.06962838,0.060731377,0.157134071,0.26322794,0.14651829,0.043252248,0.052974638,0.121971324,0.041373339,0.228123263,0.10070084,0.067029268,0.080897026,0.192139134,0.039456453
251.9999847,0.009395836,0.339004338,0.067243755,0.117995724,0.14760676,0.181748852,0.025659213,0.02938043,0.031624667,0.029911054,0.037724398,0.072089449,0.062123381,0.160302192,0.266989559,0.148750961,0.046788525,0.054803494,0.124555826,0.041649275,0.228212118,0.102067024,0.070806116,0.083798304,0.193504021,0.04011783
251.1999969,0.007149944,0.341009498,0.065558493,0.118098795,0.147924006,0.183884367,0.025023807,0.028413525,0.031784788,0.031189978,0.037858788,0.070492752,0.062063832,0.160538033,0.266917765,0.149359867,0.046150427,0.052788656,0.122903839,0.041475941,0.232185334,0.103305593,0.070350252,0.083641641,0.198023647,0.039190236
250.3999939,0.008233104,0.343102038,0.069048606,0.118254088,0.150804341,0.185496673,0.027634386,0.02847936,0.033318546,0.031563256,0.036836747,0.073455706,0.061899349,0.164751113,0.270929277,0.150709003,0.046812225,0.055714991,0.12359681,0.043426011,0.232830569,0.107187145,0.072808906,0.085082442,0.198569417,0.040416524
249.5999908,0.006770769,0.341078281,0.0689229,0.115981259,0.152436942,0.186570957,0.0240156,0.027805734,0.030509889,0.029296873,0.035502288,0.071769424,0.061497558,0.161422163,0.268891722,0.149557069,0.044999301,0.055436298,0.120553367,0.04360668,0.231002808,0.104067601,0.071089484,0.085921876,0.198370516,0.039525229
248.7999878,0.005377731,0.345203102,0.067394406,0.118008636,0.151685,0.183967471,0.024586301,0.028879859,0.03010164,0.028951658,0.035524536,0.071824513,0.062453624,0.161633939,0.272587687,0.148639992,0.045460403,0.054374412,0.124354594,0.040639121,0.231341302,0.105071403,0.070112929,0.083776049,0.196613401,0.040002976
247.9999847,0.004796291,0.344903886,0.069699064,0.118685879,0.151531741,0.188347176,0.025281837,0.029573554,0.027725818,0.030553378,0.034489386,0.072364025,0.060704701,0.164198145,0.273187131,0.149503231,0.044919319,0.054206304,0.124013245,0.040506054,0.233730361,0.105813071,0.068899117,0.086166136,0.198306441,0.040302385
247.1999969,0.006866511,0.349294305,0.070287645,0.1178229,0.153447464,0.188088089,0.026665578,0.02782312,0.03053055,0.028124133,0.035240334,0.07090497,0.061668422,0.165595159,0.274477512,0.148467541,0.044993475,0.053524982,0.124914266,0.042531468,0.235195503,0.10572248,0.070177153,0.086272843,0.201877311,0.040544901
246.3999939,0.007217817,0.355393201,0.068897024,0.11994601,0.153480828,0.191617832,0.027547278,0.029165354,0.031043231,0.031868711,0.038263116,0.07325878,0.062443551,0.164991841,0.275942862,0.153000161,0.047818709,0.054186657,0.126334578,0.04165392,0.238627628,0.10742642,0.07016018,0.086769581,0.205805376,0.039926007
245.5999908,0.00692687,0.354185492,0.069885835,0.11976777,0.15676412,0.193758473,0.02686909,0.026458802,0.030640898,0.030036865,0.037430372,0.074044801,0.062310297,0.168271333,0.278664529,0.153073281,0.045447268,0.056951839,0.126539812,0.041077487,0.239141554,0.108300716,0.072257012,0.084978923,0.206235677,0.041217048
244.7999878,0.008617572,0.358885914,0.069539562,0.123104885,0.157908946,0.195423186,0.027662111,0.030161489,0.030453298,0.030584985,0.038021926,0.073631004,0.064819619,0.16933763,0.282492518,0.156345367,0.045764003,0.058916364,0.128979221,0.041757043,0.241358683,0.108094886,0.074127078,0.088750258,0.207691103,0.040900625
243.9999847,0.008977802,0.362808555,0.071969762,0.12736091,0.160067946,0.196590975,0.029398572,0.02997132,0.031327453,0.033286322,0.039971586,0.075431421,0.065614976,0.173018158,0.286453962,0.159106121,0.048594851,0.058895759,0.130268261,0.043862302,0.243403256,0.111783065,0.075149827,0.088829532,0.211699501,0.043117009
