wavelength (nm),DOMBlank1,DOMSTD26,DOM12168,DOM12277,DOM12700,DOM12719,DOM12727,DOM12735,DOM12765,DOMBlank2,DOM13017,DOM13156,DOM13157,DOM13196,DOM13458,DOM13466,DOM13129,DOM13257,DOMBlank3,DOM13258,DOM13259,DOM13309,DOM13369,DOM13395,DOM13473,DOM13475,DOM13514,DOM13515,DOMBlank4,DOM13521,DOM13525,DOM13529,DOM13594,DOM13595,DOM13601,DOMBlank5
293.6000061,0.005853046,0.21836032,0.114498682,0.118164033,0.129312888,0.122299776,0.195229545,0.298505038,0.100924783,0.019624364,0.059026308,0.11771559,0.362650901,0.229068518,0.263700247,0.524052322,0.273289174,0.068644822,0.020451574,0.081484601,0.08151973,0.082139328,0.070402667,0.067632511,0.061747849,0.112269133,0.158818781,0.183512613,0.021755995,0.171000749,0.185386777,0.223942071,0.138912186,0.034389123,0.060614094,0.026322337
292.7999878,0.005549797,0.222611144,0.116408423,0.118528627,0.136086196,0.124009356,0.198734775,0.305643201,0.101580039,0.0185761,0.060565703,0.120053709,0.368701577,0.23227115,0.264497697,0.527397752,0.276768774,0.068150483,0.0216555,0.081857719,0.079704985,0.083453693,0.07266558,0.067838155,0.06349197,0.114063129,0.161119476,0.185267583,0.022875734,0.172465622,0.187206581,0.227630585,0.140729114,0.034751337,0.060098782,0.02636651
292,0.006454688,0.22791715,0.119287007,0.121731669,0.136189014,0.125100851,0.201279551,0.305118561,0.104292564,0.01963005,0.062247645,0.122535482,0.37282154,0.236131385,0.269340873,0.534668744,0.279301435,0.07020767,0.022173932,0.083442435,0.082553551,0.084522441,0.07364922,0.069911256,0.065157063,0.116368011,0.161960885,0.187795922,0.022947202,0.17674543,0.1895466,0.233632147,0.144327939,0.037058026,0.060497586,0.026425734
291.1999817,0.005680335,0.228146061,0.119346798,0.121456064,0.137220398,0.126292914,0.20219478,0.31038636,0.105499521,0.016926568,0.062253799,0.123428077,0.374325723,0.236955166,0.27237916,0.539984763,0.282226712,0.070547715,0.022979323,0.082275487,0.082696356,0.084571503,0.075149916,0.071535259,0.065194361,0.115706094,0.164908499,0.188497618,0.022643264,0.177627668,0.190969735,0.234209091,0.143160746,0.034683395,0.06121191,0.028186692
290.3999939,0.007719604,0.2319545,0.122950971,0.123871371,0.138214037,0.129803941,0.207597449,0.314400107,0.107100114,0.018935524,0.063691944,0.125919119,0.380449981,0.241583645,0.275066853,0.547255635,0.284264475,0.072213508,0.022247491,0.086027138,0.084526032,0.086719476,0.075934306,0.073575035,0.067782022,0.117757104,0.164936885,0.191123501,0.023304254,0.179436714,0.192859039,0.23708652,0.147573814,0.038477823,0.065017231,0.027971957
289.6000061,0.004554621,0.234301701,0.121541739,0.122701578,0.137560308,0.127264753,0.206227779,0.314472586,0.105239458,0.016408121,0.063061401,0.124307476,0.379813433,0.242126539,0.275997162,0.553574204,0.284853756,0.070582375,0.020274911,0.083008304,0.083788045,0.083283231,0.073956579,0.071126506,0.06589745,0.116733335,0.164301753,0.19064571,0.021995751,0.177738234,0.192548752,0.235984668,0.14526777,0.03486523,0.062549368,0.025295967
288.7999878,0.003110596,0.232870743,0.122442238,0.122812398,0.139080092,0.12850152,0.209875479,0.317851543,0.106726319,0.015973244,0.063534245,0.125366062,0.38429299,0.243995696,0.279234678,0.556884408,0.286676318,0.071538128,0.019599691,0.084244378,0.082933575,0.086346261,0.075162321,0.068999089,0.065750085,0.117606498,0.167015657,0.191788659,0.022438668,0.179620773,0.193613604,0.239396006,0.146064505,0.034810118,0.061601833,0.025253084
288,0.004108501,0.235453084,0.122082882,0.124892421,0.14210397,0.132384077,0.212368473,0.321924269,0.10876295,0.017667813,0.063393436,0.12858884,0.387598008,0.246454805,0.280976951,0.561040759,0.293299139,0.071479015,0.01959116,0.084705442,0.08525236,0.086031713,0.075796761,0.071787529,0.066059679,0.119424865,0.16813986,0.194127902,0.022522686,0.18427591,0.196457356,0.239463136,0.148412272,0.03505851,0.062355716,0.026989449
287.1999817,0.005281818,0.238609061,0.12355914,0.128165036,0.146107152,0.133155242,0.216802821,0.327501565,0.110805906,0.01933898,0.064889677,0.129329652,0.39214927,0.249739438,0.287469029,0.56719774,0.298148781,0.072519824,0.023030335,0.087915301,0.085610442,0.08709497,0.075709574,0.07277181,0.066614106,0.121744655,0.169698596,0.197545096,0.023835158,0.185626045,0.199092612,0.243415862,0.150311187,0.037230846,0.063709028,0.027795965
286.3999939,0.006175884,0.242282122,0.128163159,0.129832804,0.145825386,0.134482384,0.219248131,0.329336137,0.112522602,0.018097809,0.068567149,0.132189393,0.400117695,0.254995555,0.288811266,0.576245546,0.300943911,0.076325774,0.023859827,0.088948742,0.087610066,0.089234702,0.07892897,0.074447468,0.06883987,0.123375215,0.172571331,0.197272018,0.021467414,0.186599761,0.202204019,0.247220859,0.151614785,0.037921097,0.064744197,0.027310034
285.5999756,0.006758149,0.243900314,0.12991038,0.131147146,0.149342015,0.139442921,0.223131895,0.333440483,0.113822483,0.019701391,0.06722188,0.134697288,0.402358562,0.2563425,0.295689851,0.58319211,0.303032279,0.075604901,0.022007406,0.089335524,0.089645602,0.088640437,0.080229476,0.07575953,0.070369303,0.124561928,0.173162922,0.199923277,0.022867957,0.189758882,0.204670563,0.250879049,0.153131843,0.039422099,0.066044465,0.028486684
284.7999878,0.005369344,0.245090812,0.13089478,0.131936818,0.149377435,0.137095198,0.223369554,0.335424393,0.114572749,0.018412163,0.066765741,0.135740817,0.406791896,0.258445174,0.29687044,0.585756123,0.307765722,0.075639069,0.022056561,0.089287825,0.089094557,0.089722037,0.07811629,0.075575545,0.071485974,0.12574257,0.174742594,0.2022001,0.022347171,0.189486221,0.203836858,0.25438261,0.154845387,0.036612429,0.065438129,0.027666885
284,0.008013534,0.249325678,0.132824451,0.134307563,0.150527239,0.139194965,0.228188396,0.341902405,0.115389846,0.018067475,0.069800161,0.136914492,0.411658108,0.262690216,0.301113457,0.589919448,0.309859753,0.076278031,0.021558344,0.089978091,0.088395253,0.09011215,0.080133393,0.074521311,0.070974827,0.124585278,0.177694768,0.204047546,0.023197062,0.192324176,0.207462326,0.25466609,0.156059906,0.038800865,0.067279086,0.026811073
283.1999817,0.00677395,0.250470668,0.133856893,0.137235627,0.154227242,0.140922323,0.228154823,0.344709218,0.118048988,0.017846197,0.07051973,0.141989052,0.414765447,0.265038937,0.30097419,0.598510504,0.312958449,0.078376226,0.023827009,0.092790343,0.090113454,0.092184693,0.081482448,0.077372648,0.072964929,0.127764925,0.180793792,0.207996815,0.024904624,0.195910379,0.209280834,0.258839607,0.157670587,0.037762009,0.067318134,0.028855985
282.3999939,0.005865457,0.251172632,0.133051887,0.135198504,0.152797326,0.140787318,0.230570689,0.34500891,0.117661856,0.017602386,0.070300184,0.140209064,0.415174723,0.265618622,0.305488855,0.600613356,0.314750105,0.076934658,0.02151493,0.089989625,0.090169974,0.089990705,0.080616914,0.07564573,0.070186801,0.126980335,0.178519711,0.206275851,0.024446918,0.195555106,0.209175274,0.257779688,0.156869605,0.037049539,0.065079473,0.026750665
281.5999756,0.005809652,0.254981786,0.133931696,0.134174049,0.155413702,0.141748965,0.233123675,0.348697096,0.11896167,0.017833762,0.069331989,0.143213585,0.419892997,0.26703012,0.309134424,0.60839957,0.317173094,0.076164804,0.022169953,0.090659983,0.088923141,0.091559626,0.079290986,0.076276556,0.071687527,0.1267308,0.181022137,0.210434839,0.023164898,0.19783321,0.212640315,0.262520433,0.158877924,0.038201239,0.066787511,0.025757948
280.7999878,0.007592588,0.259808809,0.13946946,0.138751492,0.159694031,0.146235675,0.238026917,0.353042871,0.123146124,0.018794591,0.071831964,0.1453913,0.42622909,0.272945821,0.313459337,0.615212441,0.322052658,0.08028204,0.024657229,0.09285298,0.094479948,0.094583504,0.083977424,0.078614011,0.076426819,0.130102471,0.184665516,0.212653369,0.025408616,0.202406198,0.215348139,0.266549587,0.16243951,0.039078824,0.0701373,0.027194906
280,0.007269486,0.25935021,0.139753819,0.140173569,0.160214767,0.147080809,0.242644325,0.356861115,0.124067739,0.017894803,0.070703991,0.146456525,0.429960758,0.272590339,0.314857334,0.617936194,0.326716304,0.079504684,0.02244968,0.092518337,0.094123311,0.094127849,0.084132008,0.079185948,0.074979268,0.131296843,0.18496573,0.215119958,0.024066571,0.20411472,0.218867481,0.269611985,0.163441926,0.039961651,0.069650382,0.028793771
279.1999817,0.004629049,0.261747003,0.139634743,0.140584216,0.159385592,0.147251368,0.2421543,0.360578418,0.122446492,0.018203262,0.071296014,0.146392703,0.434773505,0.276540905,0.318499804,0.625007808,0.327152938,0.081065029,0.021110129,0.093878657,0.09365841,0.095275506,0.084338047,0.079067111,0.075383753,0.131620869,0.186528921,0.215922117,0.02298107,0.204880446,0.217904165,0.268555462,0.161980242,0.037955306,0.069133922,0.02756308
278.3999939,0.005773869,0.266291618,0.141150385,0.142647997,0.16101478,0.151508108,0.248190507,0.363990635,0.124496795,0.01970654,0.074955791,0.152022913,0.440244675,0.279334635,0.322026074,0.632584989,0.331881017,0.081225231,0.023030199,0.09573134,0.096717879,0.097775653,0.085260645,0.080624208,0.07750652,0.134725675,0.189283758,0.219194323,0.025196349,0.20775789,0.221674681,0.273997665,0.165964663,0.040007602,0.070503287,0.028837118
277.5999756,0.0046195,0.266922504,0.139657021,0.143194437,0.163714945,0.15280281,0.248377398,0.367048502,0.126547396,0.018320972,0.074249446,0.152753681,0.442903012,0.282565743,0.325804025,0.640344143,0.336532414,0.081229381,0.021846361,0.096195459,0.096836075,0.096700735,0.084517822,0.080965079,0.076218486,0.133443281,0.190351412,0.220080063,0.024152875,0.210858315,0.222969666,0.274310142,0.169195548,0.039995283,0.072549164,0.027704656
276.7999878,0.005964752,0.270016402,0.144990265,0.145084977,0.164658219,0.156177804,0.252053738,0.371374756,0.128180653,0.018256659,0.076773278,0.154333323,0.447993755,0.286741227,0.330608845,0.644646108,0.340202451,0.082485214,0.021865552,0.098047175,0.096638158,0.099659465,0.087532066,0.0818284,0.077887788,0.137711391,0.192563921,0.222440541,0.026267938,0.21268107,0.22540845,0.278334588,0.169473216,0.042080536,0.073218614,0.028105712
276,0.006818282,0.274528265,0.147018641,0.14735207,0.168826029,0.15896,0.256321609,0.376446158,0.130801931,0.020139534,0.079345919,0.15754132,0.452857703,0.2912561,0.334820271,0.653225601,0.344002277,0.083950788,0.025350792,0.099165767,0.097945549,0.100974456,0.089757144,0.084512629,0.080835193,0.139064342,0.195114404,0.225068912,0.026354572,0.21453692,0.227353439,0.283678293,0.170683488,0.042010754,0.074824184,0.030677428
275.1999817,0.004275098,0.273528576,0.145274133,0.146572664,0.168185681,0.157332018,0.255313128,0.377699256,0.130294085,0.017759653,0.07652434,0.157180533,0.455747336,0.292139858,0.332995832,0.657025993,0.344797462,0.081540935,0.023920543,0.098055482,0.096899264,0.097723879,0.087460406,0.083501972,0.080842331,0.138769567,0.196242988,0.224813059,0.023592418,0.214938387,0.227389216,0.281327784,0.170548409,0.041345607,0.074129254,0.027088927
274.3999939,0.005007746,0.279348284,0.14860256,0.150200903,0.1706938,0.16145587,0.259472281,0.384658575,0.132633552,0.020602247,0.076984689,0.160664827,0.461402685,0.296233654,0.340356708,0.662723601,0.347709358,0.084379792,0.023321761,0.101109505,0.100224473,0.100319758,0.09064085,0.084001258,0.080052987,0.140965268,0.198687434,0.229847491,0.024349438,0.217992157,0.232893005,0.286481202,0.17537944,0.041687969,0.075831093,0.029847333
273.5999756,0.007405518,0.280976147,0.151636109,0.151234806,0.172507376,0.159950793,0.261946142,0.384223819,0.134700686,0.018643109,0.08077383,0.162215978,0.464799881,0.298817277,0.344331712,0.66959852,0.351895571,0.085381083,0.023416851,0.100255646,0.100808241,0.100603774,0.090506598,0.083965927,0.08125148,0.142915592,0.197574481,0.229509771,0.025097083,0.220857531,0.234353468,0.289007813,0.175116912,0.040964369,0.074251197,0.028853882
272.7999878,0.010551079,0.285129279,0.152402163,0.15434581,0.174821034,0.164280072,0.267085761,0.391571999,0.136891887,0.019575914,0.083017834,0.16596581,0.470945746,0.300831199,0.349167407,0.678581297,0.359229386,0.085538253,0.024538804,0.103236049,0.102823712,0.103722468,0.092976026,0.087493211,0.083059207,0.145952657,0.203513846,0.233777672,0.028500367,0.223377794,0.237669721,0.292819262,0.178388223,0.043820668,0.077219918,0.030391438
272,0.007753228,0.28774938,0.151747048,0.153640047,0.176594883,0.164378509,0.268234164,0.391666114,0.1367677,0.0190011,0.080315143,0.166911617,0.472896993,0.305494934,0.351111233,0.683851481,0.358684003,0.086921558,0.023557436,0.102459021,0.102714956,0.102694295,0.090584755,0.088133983,0.083660975,0.14608863,0.20331867,0.235352978,0.025903221,0.224031523,0.239207834,0.294296205,0.17699936,0.041646939,0.075710066,0.029521406
271.1999817,0.006048531,0.287089884,0.15499638,0.156298176,0.176503956,0.166234583,0.270696461,0.395310283,0.138073519,0.018026082,0.081857905,0.168857649,0.479769081,0.307765186,0.353430957,0.690350175,0.362747341,0.08589036,0.024561949,0.103730559,0.103179909,0.104498282,0.092512637,0.08773905,0.084997341,0.146018997,0.205212712,0.236697674,0.025647925,0.226656914,0.240962625,0.29846704,0.180127889,0.042045802,0.076305807,0.028573154
270.3999939,0.005416652,0.290450156,0.154963955,0.15458557,0.177305758,0.167079315,0.274237633,0.398796409,0.138755098,0.018914543,0.082381062,0.170053348,0.484073699,0.310390383,0.357121974,0.692822576,0.36561653,0.087213621,0.023536094,0.104134746,0.103602283,0.105195493,0.09226501,0.088780239,0.082918033,0.146966785,0.205880985,0.238704532,0.025517371,0.226768255,0.242313057,0.299824446,0.181469843,0.042978149,0.077513359,0.029046053
269.5999756,0.005489184,0.295248359,0.156637758,0.157635078,0.180216819,0.168648586,0.276806563,0.404025465,0.140565068,0.018947287,0.083119228,0.172979325,0.486804664,0.312281877,0.361629099,0.699679375,0.367761284,0.088056773,0.024227263,0.106181875,0.103870213,0.106238239,0.0946173,0.089852899,0.086853512,0.146805555,0.209042624,0.240415409,0.026544759,0.232081473,0.243765399,0.301225156,0.183618009,0.044050317,0.078640662,0.029336918
268.7999878,0.005579531,0.293916047,0.157069325,0.157661915,0.181514263,0.170108572,0.279286474,0.405854493,0.141328126,0.019108044,0.08299762,0.172108978,0.492425829,0.314086378,0.36301735,0.703776121,0.372115582,0.087609433,0.023556808,0.105911896,0.104387,0.106765769,0.095202662,0.087676361,0.084644005,0.148669958,0.208642304,0.24316068,0.02394579,0.232657597,0.248189822,0.30406177,0.184602395,0.043736491,0.077926129,0.029436909
268,0.008399602,0.296178818,0.160312489,0.161791623,0.184196979,0.173216373,0.283787847,0.410212398,0.143507689,0.019176649,0.084828854,0.176803991,0.496547908,0.31848976,0.368656308,0.714264035,0.37620455,0.088922538,0.023868959,0.107985303,0.106920108,0.107800491,0.09521243,0.089977138,0.088349059,0.152156696,0.212450162,0.245737791,0.027191764,0.235943973,0.249608994,0.306437939,0.186426744,0.045337547,0.079999611,0.029990625
267.1999817,0.006906197,0.301802665,0.160657033,0.161100194,0.185160279,0.173405811,0.285630494,0.414582104,0.143234327,0.018029725,0.085690781,0.17668356,0.499375105,0.319848627,0.370603204,0.717220783,0.37944448,0.08885818,0.023820419,0.106773481,0.105974771,0.10916207,0.095583826,0.089846626,0.088316768,0.153138354,0.212202907,0.246278241,0.026582155,0.237265736,0.249500319,0.310492814,0.187405571,0.045463912,0.079957381,0.030600511
266.3999939,0.006446806,0.301149815,0.160987109,0.162841812,0.186413035,0.176156402,0.286991119,0.417956382,0.146170363,0.019648088,0.085483223,0.178442746,0.504179537,0.324368686,0.373790681,0.723926604,0.381620437,0.089029036,0.024325345,0.108877786,0.108175606,0.107178032,0.096918643,0.091625474,0.088363588,0.154333442,0.216339648,0.248937666,0.027289057,0.239726275,0.252595276,0.311828315,0.189198911,0.045622282,0.081843153,0.030667318
265.5999756,0.007087764,0.302215338,0.16028662,0.163392037,0.187354565,0.176110894,0.287902921,0.419752687,0.143595159,0.017358577,0.086393036,0.180134162,0.508823693,0.326809943,0.376158983,0.730032682,0.384155452,0.087330431,0.022881353,0.108827271,0.107793219,0.107898012,0.095749341,0.092648089,0.088035122,0.152770907,0.215287909,0.248926461,0.02516623,0.240474179,0.254712164,0.311247975,0.188182458,0.043966755,0.081191279,0.029656304
264.7999878,0.006737931,0.304946214,0.162790865,0.163801268,0.190652207,0.178235263,0.290677279,0.422093481,0.146927461,0.017925501,0.087314665,0.181981683,0.511467695,0.328096837,0.378452182,0.734383106,0.38685292,0.090042874,0.022709839,0.109062463,0.108148709,0.10985285,0.097922683,0.093663551,0.089764021,0.155849099,0.217492819,0.250844181,0.024851471,0.241436347,0.256455213,0.314949423,0.189302489,0.043685306,0.081945963,0.028190475
264,0.005553914,0.306694508,0.165101573,0.166352227,0.189855754,0.179384127,0.292492628,0.426381886,0.14860785,0.019028766,0.087488048,0.181756139,0.51550597,0.32935679,0.381280273,0.739328563,0.39083451,0.091033988,0.023573752,0.110402107,0.110616118,0.109833978,0.097482271,0.092345148,0.088189445,0.157351047,0.219282791,0.251999974,0.026013087,0.245524108,0.258541226,0.316678584,0.191014752,0.045222942,0.082682297,0.02852378
263.1999817,0.007709143,0.310158938,0.167410925,0.16840528,0.194357216,0.182386518,0.295887262,0.429234505,0.150267378,0.019290619,0.089438751,0.185361981,0.521894395,0.334588677,0.386414886,0.74376601,0.394058615,0.092412934,0.023994781,0.113276675,0.109540068,0.11165832,0.099330835,0.094286956,0.091783032,0.159856036,0.220076397,0.255538523,0.026951134,0.247173652,0.260955662,0.321230233,0.197103515,0.047545932,0.083551049,0.030974172
262.3999939,0.007874755,0.315079868,0.169184193,0.168613315,0.194736764,0.183921531,0.300226629,0.435394377,0.150982812,0.021155188,0.091045387,0.187675104,0.523500025,0.337848336,0.387890369,0.750326932,0.398293972,0.094264381,0.02532969,0.113877595,0.111373276,0.111938499,0.101717986,0.096320145,0.094198234,0.161980048,0.224188075,0.260440946,0.030178471,0.24978967,0.262684196,0.323851556,0.196702883,0.046964802,0.085890107,0.030810269
261.5999756,0.008310224,0.31515798,0.168942735,0.170686856,0.195777178,0.185192168,0.300289094,0.435469866,0.150564909,0.019119622,0.089210317,0.18528159,0.528506696,0.337079346,0.388786227,0.757151723,0.398398697,0.092956886,0.023752607,0.112843081,0.110560283,0.112315267,0.099773675,0.095651574,0.092451654,0.161815822,0.223695785,0.257700354,0.026585927,0.248846024,0.264347583,0.325573862,0.195775181,0.046565551,0.085168287,0.029695855
260.7999878,0.006549625,0.31636864,0.170019805,0.170311511,0.195474953,0.184698671,0.301737011,0.440810651,0.152181938,0.019027118,0.090155475,0.187866285,0.531793237,0.338728696,0.393137604,0.760999143,0.401643395,0.092542559,0.024431637,0.114602983,0.111072935,0.111576177,0.101307504,0.097189568,0.092736438,0.161306709,0.223810777,0.260597259,0.027417609,0.25200659,0.266471744,0.329366028,0.198669195,0.046365559,0.08499372,0.029728619
260,0.007796448,0.318118095,0.171681687,0.171189323,0.19834584,0.185799569,0.303200811,0.442505539,0.153977454,0.019945979,0.090494193,0.190350369,0.534161568,0.344041914,0.394946218,0.765787244,0.404860497,0.093589075,0.023631586,0.114193581,0.113124967,0.114499427,0.101119928,0.095818281,0.09506496,0.161987498,0.226939857,0.262107015,0.027574169,0.253696591,0.268441558,0.330680996,0.198443279,0.047361217,0.086058192,0.031354081
259.1999817,0.007130181,0.318962008,0.172094241,0.171090022,0.199993625,0.187445462,0.303996295,0.445700705,0.154257447,0.019358953,0.092173427,0.189969987,0.53710264,0.346317589,0.397844464,0.766159415,0.405324936,0.094685994,0.025197418,0.114172235,0.11370045,0.114089012,0.102472484,0.097337462,0.095053233,0.164477855,0.229635462,0.263103724,0.027957492,0.256880701,0.268913955,0.331065953,0.199131101,0.047051195,0.085136764,0.030695988
258.3999939,0.006551596,0.32205534,0.173116908,0.172544226,0.201596513,0.188997105,0.306964845,0.449109435,0.155521676,0.018605847,0.093837172,0.189489141,0.539817929,0.346491188,0.399450094,0.773252845,0.40992415,0.095215164,0.024263943,0.114685699,0.113644987,0.115457043,0.102703974,0.096989095,0.096056737,0.163945481,0.228929922,0.263593406,0.027356127,0.257490873,0.272980124,0.335187167,0.201057375,0.047304437,0.08777824,0.031512816
257.5999756,0.006649918,0.319748104,0.173580274,0.173420623,0.203401238,0.189149171,0.309871525,0.452557176,0.155762672,0.019019274,0.091811366,0.190298498,0.543044686,0.348537773,0.40063557,0.778828085,0.41240406,0.095788747,0.02468019,0.11538063,0.11423032,0.115158089,0.102753095,0.097935461,0.095782518,0.166245401,0.23002018,0.264886797,0.027812412,0.258564323,0.274361849,0.334522694,0.202259645,0.046305306,0.087477662,0.029908227
256.7999878,0.007712226,0.324044436,0.175416499,0.174068168,0.20456557,0.193399146,0.310738832,0.453571022,0.157667086,0.020031901,0.093302391,0.192938343,0.548393965,0.352034271,0.402976662,0.780905187,0.413558632,0.096595317,0.024704084,0.116673119,0.115223624,0.116094165,0.103797615,0.098157004,0.095737144,0.16647169,0.230594054,0.267249972,0.029129339,0.260728151,0.276958168,0.33741346,0.203542218,0.04749516,0.087885663,0.030354239
255.9999847,0.006158056,0.324098975,0.175911665,0.177460641,0.205996886,0.192336157,0.313922167,0.455474943,0.159144104,0.018625058,0.093452469,0.194120824,0.550913692,0.354355782,0.404771209,0.785810947,0.415449113,0.095776677,0.023317227,0.118197881,0.116698384,0.116093114,0.104959317,0.099680208,0.097228453,0.168127462,0.231971934,0.2689448,0.029080871,0.260709554,0.277231127,0.342305064,0.203572825,0.048272662,0.089964844,0.030472789
255.1999969,0.005332314,0.325565368,0.176643744,0.176156133,0.207598627,0.194143042,0.313711226,0.45826605,0.15897049,0.019180274,0.093475483,0.195106491,0.55210948,0.356712252,0.408378512,0.78850013,0.417326182,0.095906921,0.024162235,0.11801444,0.116929412,0.117102765,0.103363067,0.099156268,0.096151531,0.167917267,0.233379051,0.268908501,0.028179372,0.263604283,0.277972758,0.344380498,0.20535025,0.047522392,0.089878015,0.03013291
254.3999939,0.008543724,0.329275876,0.179034889,0.17872034,0.209857896,0.196132615,0.315480948,0.461387008,0.1607728,0.021148421,0.095557891,0.19826749,0.557263374,0.359696627,0.411322117,0.796166778,0.423063308,0.099102736,0.026711354,0.119587556,0.119150139,0.119360089,0.106471479,0.103189401,0.099033535,0.171360374,0.236228049,0.272946984,0.029970709,0.265966713,0.282464653,0.3483679,0.206775114,0.049517997,0.091981687,0.033194605
253.5999908,0.007263116,0.330331922,0.178328037,0.17797862,0.210689545,0.196605712,0.317830235,0.465207934,0.160201445,0.019398743,0.096949935,0.197894901,0.559406757,0.360845476,0.412655145,0.798291206,0.422894955,0.099769481,0.025035379,0.120346256,0.118409544,0.118750691,0.107009783,0.102270871,0.098958202,0.170997873,0.237221524,0.272492498,0.030523997,0.265950918,0.282044739,0.349333197,0.207852289,0.048992872,0.091117159,0.031966917
252.7999878,0.007141022,0.331297576,0.180048421,0.180358127,0.211499646,0.198178098,0.320362628,0.468100041,0.162850663,0.020723542,0.095621184,0.199494347,0.562317371,0.362383425,0.415429771,0.806683481,0.427396387,0.099113561,0.024481013,0.119823061,0.119556569,0.121778332,0.108229905,0.102757819,0.098932132,0.172184005,0.238323301,0.274439097,0.031029135,0.26921624,0.283393353,0.351636559,0.208815306,0.049158856,0.092426166,0.032219071
251.9999847,0.006380524,0.334237367,0.180169821,0.182167381,0.213901684,0.19943735,0.321317196,0.470171273,0.163329959,0.019074179,0.095509633,0.199605659,0.568583012,0.363001436,0.419046193,0.809001386,0.428208828,0.099191919,0.024399489,0.120388709,0.11939723,0.120323412,0.107270643,0.102607667,0.099116944,0.174036235,0.239230827,0.274780333,0.030051483,0.269890666,0.284951568,0.350577205,0.211799622,0.049814548,0.092152402,0.030720964
251.1999969,0.006006325,0.335201383,0.182713747,0.181548119,0.214047596,0.198229328,0.321787864,0.469716221,0.162905425,0.019635385,0.096551277,0.197898939,0.568942845,0.366161317,0.417402089,0.812639654,0.428324878,0.099987105,0.024049416,0.121384509,0.119512186,0.120724306,0.106081732,0.103450269,0.099178776,0.175040096,0.240258202,0.276155442,0.030451521,0.269768328,0.285422683,0.356188387,0.210329786,0.048096605,0.093345165,0.031651981
250.3999939,0.008148876,0.336274773,0.182816222,0.182966143,0.216451272,0.202253744,0.324414611,0.476192713,0.164007515,0.020711379,0.097718559,0.202249214,0.574100494,0.370005995,0.424326152,0.819123983,0.433421344,0.101650529,0.026191659,0.123754397,0.121161021,0.123061411,0.10868036,0.103966989,0.100011289,0.177674577,0.241271734,0.279567629,0.030303385,0.273091197,0.28871569,0.358434528,0.213229045,0.049267173,0.092211902,0.032289833
249.5999908,0.006093681,0.337104261,0.183887303,0.183855236,0.216189385,0.202551112,0.327921242,0.479079396,0.16626358,0.019570174,0.099109046,0.203714445,0.573764741,0.370940149,0.428468674,0.822027326,0.434651852,0.101811439,0.024850622,0.122497112,0.123108976,0.123754881,0.107594729,0.104330875,0.1018693,0.17634581,0.242616028,0.279809564,0.032596942,0.273952097,0.290453792,0.360684544,0.215780675,0.04875211,0.09395732,0.032263204
248.7999878,0.008592039,0.342385322,0.187519565,0.186839014,0.220225275,0.205830544,0.330367297,0.482743919,0.168019444,0.021381723,0.098808162,0.205336422,0.581310332,0.37670204,0.431162536,0.832015157,0.44040668,0.103039496,0.028044684,0.12592642,0.124372654,0.125410572,0.111263327,0.106905505,0.103331536,0.180076003,0.245296136,0.283615083,0.034211572,0.275647491,0.292807937,0.363580287,0.216935426,0.050825983,0.096248545,0.035339307
247.9999847,0.005816132,0.343599796,0.186790422,0.187239289,0.221644849,0.206297115,0.331986368,0.485682219,0.165723816,0.019395061,0.099137634,0.203010127,0.583370745,0.374752551,0.431586653,0.833306491,0.441494882,0.101908967,0.026329735,0.124983467,0.124618389,0.125197187,0.109474845,0.10656523,0.102276802,0.179160699,0.245769978,0.282318771,0.032557879,0.277825207,0.293896794,0.364033967,0.216262847,0.049591899,0.095178679,0.032295827
247.1999969,0.006775318,0.347503722,0.187209413,0.184726432,0.22013849,0.206490263,0.333522648,0.489192724,0.167955756,0.020211557,0.099021569,0.205182433,0.586982548,0.378238827,0.434352249,0.837165833,0.443687171,0.101617031,0.026168399,0.123647019,0.123694748,0.125574306,0.108388789,0.10557761,0.10330803,0.180434361,0.245526701,0.283626825,0.031066114,0.278374642,0.295059711,0.367358863,0.217491195,0.050393254,0.095295623,0.032094941
246.3999939,0.006500643,0.349475622,0.18945843,0.188466698,0.223860368,0.209354654,0.335021377,0.492626905,0.16935578,0.019690936,0.100966878,0.206550822,0.590516627,0.380588085,0.440845609,0.843136668,0.447582215,0.103397653,0.025632549,0.125157267,0.12643382,0.126595005,0.111317948,0.106091879,0.106030017,0.182654187,0.248168081,0.286834121,0.032600738,0.280736655,0.298406988,0.369607389,0.218878701,0.050997213,0.095565021,0.033203185
245.5999908,0.004859243,0.347145855,0.188702598,0.188422799,0.225796238,0.209800154,0.337768406,0.49593541,0.170447633,0.019029308,0.099967949,0.207984403,0.594572604,0.38333562,0.441153884,0.849636078,0.448850662,0.10420993,0.026436573,0.126513526,0.126857281,0.126968414,0.111410238,0.105706371,0.104821816,0.182688564,0.248953417,0.285901815,0.032836087,0.279832929,0.298778117,0.374340713,0.220309302,0.051401522,0.095347397,0.034323171
244.7999878,0.005685527,0.350848436,0.191272736,0.188745603,0.229810968,0.211502507,0.340724975,0.498367816,0.172881648,0.01864,0.101766996,0.209432706,0.600093961,0.387033761,0.447084993,0.858154893,0.455071122,0.106612772,0.025411855,0.126342297,0.128720284,0.128273889,0.111352235,0.106932432,0.106500521,0.185169801,0.253767759,0.290323883,0.034720127,0.285569489,0.304149807,0.376768827,0.22382322,0.051731903,0.097170338,0.035465013
