wavelength (nm),DOMBlank1,DOMSTD24,DOM12226,DOM12229,DOM12430,DOM12454,DOM12480,DOM12832,DOM13036,DOMBlank2,DOM13039,DOM13121,DOM13155,DOM13242,DOM13297,DOM13329,DOM13368,DOM12855,DOM12857,DOMBlank3,DOM12868,DOM12912,DOM12913,DOM12930,DOM12939,DOM12942,DOM12963,DOM12965,DOM13092,DOMBlank4,DOM13093,DOM13095,DOM13096,DOM13097,DOM13110,DOM13139,DOM13142,DOM13210,DOM13665,DOMBlank5
274.3999939,0.00379738,0.280574292,0.127843201,0.121802323,0.349038124,0.144566298,0.067560494,0.331416518,0.160895422,0.021953082,0.239190683,0.084176123,0.534018159,0.21022661,0.059351623,0.072594047,0.132589147,0.399253875,0.560426056,0.026143188,0.184707224,0.404296517,0.292528659,0.226472631,0.117317423,0.077420503,0.423166275,0.202418447,0.22944878,0.027527584,0.304740429,0.325579643,0.105700128,0.226637498,0.300331622,0.330804765,0.244802579,0.065791681,0.125009224,0.028440112
273.5999756,0.004352591,0.281677336,0.129399389,0.121607393,0.351266086,0.146590114,0.068056069,0.336354643,0.163128182,0.022689356,0.242820099,0.08382003,0.53537482,0.213488907,0.059781168,0.071313769,0.132918626,0.400969237,0.562844694,0.02685645,0.186484888,0.407818168,0.293160677,0.22810185,0.117924906,0.077728786,0.424418032,0.20353581,0.232617512,0.027742015,0.305567861,0.328650653,0.106887132,0.230607137,0.303857148,0.336508572,0.247361615,0.066814646,0.126049146,0.027253721
272.7999878,0.005102157,0.285648108,0.130317956,0.124580689,0.354304016,0.149326101,0.068463884,0.33976087,0.165210933,0.022527948,0.24664849,0.08488223,0.541260004,0.215718567,0.060813848,0.071619511,0.134289354,0.40432325,0.569901943,0.026679119,0.189048618,0.411541075,0.299127311,0.23061426,0.119647495,0.077606976,0.428500772,0.20567435,0.23404488,0.026918029,0.310223281,0.333555907,0.108033173,0.231362909,0.304279417,0.337386847,0.251482248,0.068547264,0.126973689,0.028994964
272,0.004162232,0.286974728,0.132658109,0.12589781,0.358624697,0.149943337,0.069321208,0.341774434,0.166966483,0.021887168,0.247839227,0.085633934,0.546501696,0.217960388,0.061411671,0.072887279,0.135532528,0.411182612,0.573416293,0.026861629,0.190690205,0.414798051,0.300002664,0.232678339,0.12023405,0.077641144,0.433420122,0.205410272,0.23594068,0.028533205,0.31254217,0.334291577,0.110000186,0.232981473,0.307592779,0.341647655,0.253763914,0.069627553,0.129090443,0.02945173
271.1999817,0.003789964,0.291458666,0.13534601,0.12898235,0.363657147,0.151908204,0.070166595,0.346194029,0.168587938,0.023064047,0.251022697,0.087955169,0.552192509,0.221290261,0.063572869,0.07616999,0.137415573,0.413816422,0.581070423,0.027958099,0.192125469,0.418816745,0.302497685,0.233778507,0.123310015,0.081926644,0.437236905,0.209063023,0.239162788,0.029014308,0.318305641,0.34161225,0.113252617,0.235909045,0.312021077,0.347197145,0.257110238,0.070865929,0.130488694,0.030376058
270.3999939,0.005857349,0.294674367,0.136751562,0.129596487,0.364648432,0.151910037,0.072313271,0.350264728,0.17062214,0.023040026,0.253379375,0.086935155,0.557126403,0.221363172,0.062260672,0.074086614,0.137667313,0.416724503,0.584397376,0.028766112,0.194788724,0.420757622,0.302714586,0.236118451,0.124379717,0.081028372,0.441165328,0.210359037,0.240630969,0.028870149,0.320918649,0.343173951,0.112392515,0.237905726,0.312812358,0.347994626,0.257947743,0.071614377,0.131438255,0.030249679
269.5999756,0.004120182,0.294823349,0.137481123,0.131722346,0.368396193,0.151498422,0.070679195,0.351925403,0.172549158,0.022875514,0.252796143,0.087502964,0.561168373,0.222217545,0.06272056,0.075804003,0.140102193,0.42137605,0.593711376,0.02817451,0.197896451,0.424317837,0.306927651,0.239416853,0.12268468,0.079553865,0.444720358,0.212065697,0.243343368,0.027644152,0.32245788,0.346610963,0.112581879,0.238723964,0.316295266,0.350677788,0.259870201,0.069714136,0.132671699,0.028675789
268.7999878,0.001959893,0.296790332,0.136559516,0.130472332,0.36842683,0.153066576,0.07121671,0.351785451,0.172286063,0.021264404,0.255005449,0.08714094,0.565848947,0.223911598,0.061911739,0.076616101,0.138015792,0.424224794,0.594843626,0.026290268,0.19723089,0.429453462,0.308755308,0.239834815,0.123909831,0.080362082,0.448882997,0.214927435,0.244105533,0.026130185,0.324468941,0.348075181,0.113316461,0.242185995,0.31804654,0.352161676,0.263267487,0.06959255,0.131569907,0.028358173
268,0.004451776,0.300228119,0.138982043,0.131515101,0.37329185,0.153711483,0.071872652,0.35637337,0.173870668,0.022995535,0.256836683,0.087637909,0.572436154,0.225745827,0.061286397,0.076685339,0.13923955,0.426062942,0.598325551,0.028090358,0.199728265,0.42921415,0.311612546,0.24232097,0.126318336,0.081422366,0.453304917,0.214592755,0.246453121,0.027195787,0.327512711,0.348194063,0.115021572,0.242163569,0.321388245,0.355384618,0.263229936,0.070484959,0.134705409,0.028225584
267.1999817,0.002913848,0.301997393,0.138484776,0.132974625,0.375832558,0.154902518,0.071174286,0.359755188,0.176562503,0.022638328,0.258709937,0.088391766,0.575923741,0.22632654,0.06228726,0.077121779,0.141236916,0.427157998,0.603836894,0.028550595,0.202098012,0.436003238,0.313990891,0.243568003,0.126371801,0.08123035,0.45588389,0.219586551,0.248600557,0.02678084,0.329994321,0.353085518,0.116126493,0.243814632,0.324243516,0.357252657,0.26663217,0.071632937,0.135408193,0.028237049
266.3999939,0.004530058,0.305613071,0.141462013,0.134902358,0.377767652,0.158218652,0.072636634,0.364029646,0.177753076,0.022819582,0.262473106,0.090512022,0.579534411,0.230633989,0.064504214,0.077623501,0.142251641,0.435107708,0.613189995,0.028219176,0.203952611,0.439792931,0.318674386,0.247515976,0.12752071,0.083392084,0.462113082,0.221222833,0.252316117,0.027660787,0.334764838,0.358725816,0.117490523,0.246598974,0.327650815,0.365685254,0.26829192,0.073176853,0.135499671,0.029274553
265.5999756,0.004149478,0.307380736,0.143394202,0.135104805,0.382468581,0.158469468,0.074254729,0.36836645,0.179466873,0.022598322,0.263014168,0.090658836,0.5869506,0.231099755,0.064092234,0.077527255,0.143717244,0.43823567,0.617270231,0.027421443,0.205405161,0.441755712,0.318259031,0.247862771,0.128923863,0.085412219,0.464971989,0.219146162,0.252791464,0.026158638,0.335948765,0.359654665,0.117034465,0.248159647,0.329992592,0.36807096,0.270172656,0.073234364,0.13871038,0.029320551
264.7999878,0.004949642,0.309414417,0.143456891,0.136429504,0.386028647,0.159980863,0.073532075,0.368267447,0.179641411,0.022493379,0.264971703,0.090549424,0.591281653,0.233253434,0.063162014,0.077135265,0.143175036,0.440120637,0.618167222,0.029070657,0.206947759,0.445091784,0.3200019,0.249856815,0.127772987,0.083331116,0.46973744,0.224043191,0.254862696,0.026906131,0.336164177,0.363302499,0.119037285,0.250013024,0.330839843,0.370385677,0.273060799,0.07351353,0.138253212,0.028513607
264,0.005978242,0.311417311,0.144963265,0.138219938,0.388051063,0.159799784,0.07439886,0.374276727,0.182716191,0.020988645,0.266123205,0.092716634,0.595231891,0.23507531,0.066389225,0.078571416,0.146569505,0.444598109,0.62467736,0.027337711,0.209212944,0.450318992,0.323845387,0.249775738,0.129869595,0.084186748,0.470787197,0.224990845,0.257528245,0.027567742,0.340851098,0.366048932,0.120026507,0.253326207,0.332403958,0.370707482,0.275521904,0.073470019,0.140451849,0.030267386
263.1999817,0.005529898,0.314329952,0.146827415,0.139786497,0.389622808,0.162491396,0.076432988,0.378150284,0.185999811,0.025064476,0.270158887,0.094175205,0.60197717,0.237072259,0.067437604,0.079102516,0.146682814,0.446991622,0.629119575,0.028808322,0.210737601,0.450804681,0.325201988,0.25300464,0.131538615,0.085060626,0.476115614,0.228255808,0.257737488,0.029494587,0.345865369,0.367996305,0.121840634,0.25588721,0.336422235,0.376217574,0.279061765,0.075981393,0.141607344,0.031213705
262.3999939,0.003650048,0.314247906,0.14602232,0.139340714,0.391575664,0.161334217,0.075636573,0.378477007,0.185835376,0.022326486,0.26963383,0.092944987,0.602549613,0.237320676,0.066587038,0.079148732,0.14837347,0.45120886,0.633580327,0.027273731,0.213014364,0.453255296,0.327569842,0.256535232,0.131362096,0.084970176,0.480485678,0.228638619,0.260354519,0.026615484,0.346038997,0.37040627,0.120296158,0.254940242,0.336333245,0.378780305,0.279383987,0.075114034,0.141534403,0.028485771
261.5999756,0.004741697,0.317773521,0.14687264,0.140629157,0.396010965,0.163726151,0.076863401,0.382101983,0.187326476,0.021681622,0.274613947,0.093774043,0.60914886,0.240535021,0.065450281,0.079194583,0.149384335,0.453110218,0.637734175,0.027752502,0.212047353,0.457593501,0.329141408,0.258162618,0.132323936,0.086933449,0.483581454,0.231653482,0.262487173,0.027699744,0.348596752,0.373857051,0.122776233,0.257602066,0.339497626,0.380836815,0.28150785,0.075387083,0.142350033,0.029878998
260.7999878,0.001338605,0.318268091,0.148536637,0.140091792,0.396446586,0.163260222,0.075756572,0.384385437,0.188276261,0.021654682,0.273694903,0.093420401,0.612358093,0.241137177,0.066256054,0.079263672,0.147563487,0.454805523,0.639567256,0.026963502,0.212984979,0.45979929,0.328354538,0.2561692,0.131804735,0.085214145,0.483673483,0.232382298,0.263624966,0.027037518,0.350134492,0.374006867,0.122343376,0.25750047,0.340942562,0.380111307,0.281079769,0.075954132,0.143835247,0.029279677
260,0.003677041,0.320008397,0.151406124,0.142419264,0.400003314,0.164890155,0.078166433,0.385683149,0.18892923,0.02250791,0.274953485,0.095092028,0.617954195,0.243784174,0.067753457,0.080694117,0.150480121,0.459349781,0.647608936,0.029510491,0.215074584,0.463226646,0.332217217,0.261659563,0.133845091,0.087831162,0.491149455,0.234522328,0.26713565,0.028439421,0.353412926,0.379344732,0.12271627,0.25938952,0.343971133,0.385480017,0.286069512,0.077405162,0.144816518,0.030302525
259.1999817,0.003735131,0.322308153,0.151347473,0.145139471,0.401356965,0.165819943,0.077506088,0.388838202,0.191914558,0.023612507,0.277398229,0.094377503,0.620925367,0.244823217,0.067510962,0.080069765,0.150510788,0.462412298,0.648434103,0.028598284,0.215643197,0.465981215,0.335456908,0.258090675,0.13457644,0.087841265,0.49280858,0.236492544,0.268409759,0.027348297,0.354519039,0.380623251,0.125054553,0.262308657,0.34629485,0.388706923,0.287316054,0.076612398,0.144262716,0.030572459
258.3999939,0.004047121,0.325041324,0.153406531,0.14494732,0.405016184,0.169642076,0.079437755,0.39166373,0.192995951,0.024156788,0.281783789,0.096816637,0.627138078,0.248346031,0.068708315,0.081749685,0.152711049,0.464449406,0.656801164,0.029397132,0.218636543,0.471491724,0.337167352,0.261770725,0.136078969,0.088819623,0.496343762,0.238258764,0.268910348,0.02983175,0.358344764,0.385423243,0.127482235,0.264452934,0.350123853,0.390805453,0.288921207,0.078464136,0.147433728,0.031704664
257.5999756,0.003733695,0.323922426,0.151668668,0.145346627,0.407747716,0.168416575,0.078450397,0.392991334,0.19335644,0.022441393,0.279868037,0.095051013,0.629055023,0.246414408,0.068003811,0.081318341,0.152551785,0.467593551,0.657262087,0.028265862,0.216558456,0.47122705,0.33852452,0.263043702,0.135699138,0.086381413,0.49558112,0.238986388,0.270119399,0.026095273,0.357961655,0.384988815,0.126990914,0.265319288,0.34913531,0.393275529,0.288836122,0.078159921,0.147901803,0.028861351
256.7999878,0.002329138,0.325136483,0.152529582,0.146157816,0.407178849,0.168886483,0.077901691,0.394619793,0.195458189,0.021156602,0.281588048,0.09470325,0.631979227,0.247752294,0.066461556,0.079701036,0.153248966,0.469495714,0.659835398,0.027741933,0.21887061,0.473352671,0.338794917,0.265091211,0.133922994,0.086625144,0.502634466,0.238067001,0.269156188,0.027495978,0.35977459,0.387862265,0.127198622,0.266133994,0.352661341,0.394910574,0.289816618,0.076927669,0.146097541,0.029449569
255.9999847,0.005215269,0.329459429,0.155430615,0.148614258,0.41295138,0.172415257,0.0799051,0.397515476,0.198433101,0.024403404,0.284772903,0.098812871,0.634668469,0.250228047,0.069455296,0.082385346,0.156044006,0.473685294,0.664421737,0.030418729,0.223387569,0.476605088,0.343462706,0.268087447,0.138244599,0.090978414,0.50398463,0.241094053,0.274064779,0.028491162,0.363740444,0.391300857,0.129146993,0.270826608,0.357841224,0.399238467,0.294148088,0.07908345,0.148708671,0.032110937
255.1999969,0.004550802,0.331356943,0.156229213,0.148159728,0.414517731,0.171265006,0.078925528,0.400184065,0.198256299,0.023301905,0.286232442,0.098344803,0.639845312,0.254433692,0.067996666,0.082421832,0.154865176,0.476478666,0.665948272,0.027800959,0.223356709,0.481459439,0.344700277,0.269334763,0.137645379,0.090601332,0.507310748,0.242427588,0.274789006,0.029136758,0.366000623,0.391263753,0.128818169,0.271950603,0.358080953,0.400464177,0.292955637,0.079410374,0.149633274,0.031038089
254.3999939,0.004391551,0.330483705,0.155156016,0.149592355,0.413448423,0.172313094,0.078837834,0.402777821,0.199288964,0.022448072,0.28407532,0.097390719,0.640758395,0.252745479,0.069006853,0.082788184,0.156872362,0.477555931,0.672424734,0.02694772,0.224345133,0.481207103,0.344984114,0.269103766,0.138480336,0.091213845,0.5072366,0.245555267,0.275712669,0.027494296,0.366615444,0.394943148,0.126966506,0.273308218,0.358582676,0.401272923,0.294379771,0.07911814,0.150170073,0.029461315
253.5999908,0.002110789,0.332906991,0.157325611,0.150198013,0.416472107,0.172811046,0.079472817,0.403789073,0.201417223,0.022222206,0.287445903,0.099111877,0.646604538,0.251780033,0.068373464,0.082865052,0.156487048,0.480276197,0.673449636,0.027027987,0.222689763,0.485711008,0.345168203,0.272076637,0.138033688,0.089568794,0.510602772,0.243448466,0.277121544,0.028084448,0.367317289,0.395815492,0.128153876,0.272129923,0.360105634,0.40280804,0.297237068,0.080339625,0.150729358,0.031694222
252.7999878,0.002500391,0.333109081,0.156829938,0.151336938,0.419028908,0.174021319,0.080844924,0.404252589,0.201407671,0.022187551,0.290927738,0.098818593,0.648820818,0.254895657,0.068829194,0.082863487,0.157356516,0.48423171,0.678211689,0.028760111,0.225965589,0.483687282,0.347535968,0.273388118,0.139313817,0.090074658,0.512093186,0.245871559,0.279235363,0.026241787,0.370408386,0.396599799,0.129573956,0.275288135,0.360484362,0.406478763,0.297488868,0.079512797,0.14979896,0.030816272
251.9999847,0.003123345,0.335325867,0.158088774,0.151790187,0.418993384,0.176551178,0.080851279,0.409505963,0.204944149,0.022421358,0.292069763,0.100528792,0.655672431,0.2575396,0.068656586,0.085052498,0.157766432,0.485895544,0.682108283,0.028301751,0.226657435,0.489154518,0.349632889,0.275548518,0.140115708,0.091926664,0.516655326,0.247253969,0.278927386,0.027612953,0.372612566,0.400628269,0.130548686,0.277444869,0.36453402,0.409145713,0.299708098,0.080385469,0.151299536,0.030761834
251.1999969,0.004197856,0.339189321,0.160583854,0.152977482,0.424772322,0.177627161,0.080859169,0.410959393,0.20689173,0.022921931,0.294245184,0.101337545,0.657046974,0.259816319,0.070457317,0.083944917,0.160850018,0.489709646,0.688172936,0.030179331,0.228646204,0.493942261,0.3538028,0.277038753,0.141987503,0.091657571,0.520588994,0.249807119,0.282016486,0.028856566,0.373530358,0.402846068,0.129879192,0.279172629,0.367752969,0.411911845,0.301298827,0.081397168,0.152584374,0.031408787
250.3999939,0.004409673,0.339699477,0.161206439,0.153513894,0.425087601,0.177939981,0.081549093,0.411977083,0.208023727,0.022257108,0.295028418,0.101740137,0.659864068,0.259504587,0.070566319,0.083350562,0.160700247,0.492827028,0.690872312,0.029371096,0.2297021,0.49568063,0.355879843,0.277445942,0.141652077,0.093500011,0.523604214,0.250004083,0.284237832,0.028141532,0.377499163,0.404473126,0.13102077,0.279112786,0.366640598,0.41320765,0.30340451,0.080769435,0.152444437,0.030535383
249.5999908,0.005644458,0.342439443,0.164142385,0.156691343,0.431087762,0.181211352,0.084197834,0.419234395,0.211315543,0.025089981,0.298025668,0.104943328,0.668797672,0.263115436,0.073067553,0.086424842,0.163946003,0.497572899,0.698792338,0.031592403,0.23363623,0.50125742,0.359287381,0.280250341,0.1445342,0.095145389,0.529192805,0.250999451,0.285433978,0.031028718,0.379192531,0.410875827,0.135286897,0.283441633,0.371968359,0.417943597,0.307174355,0.084369414,0.154443547,0.032483641
248.7999878,0.003900462,0.344758719,0.162887991,0.155769721,0.432833016,0.180280015,0.083021909,0.417538971,0.211215839,0.023320777,0.297628224,0.101740167,0.670214653,0.266055346,0.071176723,0.085653134,0.163487479,0.500377297,0.700940728,0.030011095,0.231749475,0.500162125,0.358044058,0.28142342,0.142670944,0.092334904,0.527774096,0.252703458,0.284915686,0.02888697,0.378882825,0.410759747,0.131830975,0.283553511,0.372858375,0.419831812,0.307605416,0.080273844,0.153528377,0.029957147
247.9999847,0.004778808,0.347143292,0.162723497,0.157136932,0.434179872,0.18203561,0.081710748,0.420876205,0.211285323,0.022198314,0.300746054,0.103164382,0.675709248,0.267123044,0.071792878,0.085106283,0.164565489,0.502088666,0.703938007,0.029857369,0.233062893,0.506001234,0.360694766,0.283889622,0.144089952,0.093099631,0.531591594,0.252765149,0.287816107,0.028646864,0.381862283,0.413262695,0.132726625,0.285286218,0.375162453,0.420382083,0.306505173,0.082139798,0.155338138,0.03081427
247.1999969,0.00461691,0.350025505,0.164859727,0.156979501,0.436970413,0.183100373,0.082912646,0.42394349,0.214557335,0.022859553,0.300779223,0.102910087,0.682017684,0.267897189,0.071559712,0.085781351,0.165796697,0.505296409,0.708279133,0.029795734,0.235620096,0.508612394,0.364077508,0.284792006,0.144127101,0.095336922,0.537812293,0.255218685,0.289297432,0.028269343,0.385808349,0.415319115,0.133842558,0.285497099,0.37628749,0.424855381,0.311089695,0.082031123,0.156263858,0.030410705
246.3999939,0.003696334,0.350702733,0.164050147,0.158275813,0.441948265,0.183971703,0.084081523,0.425808042,0.216201603,0.02177668,0.303827167,0.103919864,0.682935119,0.268190831,0.071661942,0.085274063,0.165656522,0.510042191,0.715456367,0.029280009,0.233764634,0.513504028,0.367029369,0.286916703,0.144781724,0.09437561,0.538056612,0.25572893,0.290228069,0.028096074,0.387418389,0.416760594,0.135394931,0.288199455,0.380519152,0.427394688,0.312108159,0.083037421,0.157641456,0.03092422
245.5999908,0.004208912,0.354595304,0.166436449,0.159478933,0.446070284,0.185354441,0.085509539,0.429513216,0.218301222,0.023074666,0.308499605,0.103813037,0.689514339,0.272916377,0.074298099,0.086409964,0.168880105,0.514066041,0.721489489,0.031391673,0.236922741,0.517046034,0.368332207,0.288687974,0.147222012,0.094105661,0.54328239,0.258939832,0.292463392,0.029177176,0.390274704,0.423102975,0.135504976,0.291110575,0.383242786,0.430777907,0.315256059,0.083334252,0.158213213,0.030434862
244.7999878,0.004682269,0.357896745,0.168228999,0.160462663,0.446570277,0.18720229,0.084118843,0.431842566,0.220065445,0.022957245,0.310217142,0.104379594,0.692425251,0.273227483,0.073110104,0.087361418,0.169436619,0.517832279,0.724443853,0.02991857,0.24063696,0.520878017,0.371868044,0.291425794,0.145995662,0.094269209,0.54698658,0.258970976,0.294233471,0.029487079,0.393186212,0.424302936,0.135458544,0.292466521,0.385021299,0.432456762,0.318022728,0.082352988,0.158948466,0.030062191
243.9999847,0.004862018,0.358885467,0.168845281,0.161745414,0.451986492,0.190113649,0.086670645,0.434376091,0.22333692,0.023956593,0.311730623,0.106094882,0.70002234,0.276143462,0.07335835,0.087895587,0.172628462,0.524009883,0.731949568,0.028770592,0.241134882,0.526525557,0.37503618,0.291593045,0.1485769,0.096766882,0.551900327,0.26150623,0.297834367,0.028405759,0.396601051,0.429817647,0.136294931,0.294527233,0.387258381,0.437200576,0.318399966,0.082885608,0.159746856,0.031442236
243.1999969,0.003896439,0.362218857,0.168407083,0.160799116,0.453948051,0.189313933,0.085125022,0.43831709,0.226026565,0.022124654,0.31432277,0.106866807,0.705753267,0.278259665,0.073573075,0.087729737,0.173479632,0.528075755,0.738595903,0.029762939,0.241528347,0.530994952,0.377206385,0.295535564,0.147889286,0.094935484,0.553513706,0.2645697,0.297366947,0.027338758,0.396893531,0.433213472,0.137624919,0.295158535,0.390255213,0.439403474,0.320536882,0.084648125,0.160670191,0.030915713
242.3999939,0.005182678,0.366018742,0.170396388,0.163018182,0.460466713,0.192745596,0.08682926,0.443231672,0.227861062,0.023379043,0.317080051,0.107170343,0.714180231,0.280561775,0.07472311,0.089053854,0.173215523,0.531387746,0.74657774,0.030491645,0.245563299,0.535979033,0.380929917,0.297994226,0.150838226,0.096429504,0.561158478,0.263376027,0.300815105,0.028433064,0.401432276,0.436252385,0.13878417,0.300606757,0.39467746,0.444660068,0.324278742,0.086234897,0.161700711,0.03088475
241.5999908,0.003872985,0.369067073,0.17216222,0.164810315,0.462485343,0.194739148,0.086894296,0.444926947,0.231780231,0.023363281,0.320072174,0.107505098,0.718978405,0.283985138,0.075214796,0.087262981,0.176308781,0.536262274,0.749735653,0.029764462,0.246822238,0.54185307,0.384915173,0.301087976,0.152088344,0.096194044,0.565998673,0.266573966,0.303287178,0.028067824,0.405606479,0.438085079,0.140922859,0.300813347,0.397280991,0.445540756,0.324616939,0.085691415,0.163995966,0.030908236
240.7999878,0.005714037,0.373161048,0.173871711,0.167115063,0.467681319,0.196678087,0.087313652,0.449054271,0.234552175,0.022685455,0.32071209,0.109344631,0.72772491,0.286656231,0.076060399,0.088888578,0.178837627,0.543703258,0.756122112,0.030148475,0.249096811,0.5455966,0.388433874,0.304323852,0.153447986,0.098688707,0.570724189,0.268759251,0.305470258,0.028722193,0.411115378,0.442757666,0.140450016,0.303620815,0.40073365,0.452411234,0.327892244,0.085644655,0.165246561,0.030478733
239.9999847,0.006597587,0.377888948,0.178049609,0.170786277,0.47563839,0.200006709,0.090721898,0.4551332,0.239600092,0.027146736,0.327186167,0.111333333,0.736118555,0.29111293,0.077820122,0.092917547,0.182439283,0.54966408,0.76466167,0.031787459,0.253470182,0.552933574,0.395013839,0.307300985,0.154925928,0.101559922,0.576159418,0.272641659,0.309704512,0.030312851,0.41500625,0.448592812,0.143628702,0.310367376,0.40607056,0.456058443,0.333419949,0.087487921,0.167358443,0.032806549
239.1999969,0.003897066,0.379770309,0.176898316,0.170759648,0.476596981,0.201276436,0.089669436,0.458328307,0.239227772,0.024760287,0.328527808,0.111630738,0.738435686,0.292883992,0.076189518,0.091811493,0.18289128,0.552383661,0.770201504,0.030269107,0.253756225,0.557031751,0.395684511,0.310242146,0.156369776,0.099116489,0.581588924,0.274217665,0.31116724,0.028663566,0.417513728,0.451085985,0.143669277,0.311103493,0.40913415,0.459481895,0.335223407,0.087965317,0.166780442,0.030570459
238.3999939,0.005362111,0.385893524,0.180522531,0.172154725,0.482218832,0.20282653,0.091118626,0.461728513,0.246853963,0.024391303,0.331909478,0.113429621,0.750182092,0.295787245,0.0780757,0.092009909,0.187372699,0.558415175,0.778366864,0.032249179,0.25636372,0.560651839,0.400427282,0.312862754,0.157635644,0.101688638,0.586522341,0.27713424,0.315620363,0.030446466,0.42138949,0.455636948,0.146080226,0.312958092,0.411535263,0.462418348,0.336888969,0.088102654,0.168732673,0.031479277
237.5999908,0.005690563,0.389015347,0.180306405,0.172874793,0.485940099,0.204874098,0.090502992,0.466810167,0.248708352,0.023593675,0.334828854,0.112629347,0.754147708,0.296793103,0.076788761,0.091851659,0.187786296,0.56167227,0.783451676,0.030450076,0.257428974,0.57007581,0.401170075,0.314423204,0.156824186,0.10004013,0.590550602,0.279485762,0.316081643,0.028932732,0.423859417,0.460298687,0.14606972,0.315537006,0.41568765,0.467913449,0.339729339,0.087495364,0.168841198,0.030132327
236.7999878,0.006427916,0.392473131,0.183613777,0.177612349,0.493543893,0.208550736,0.093318596,0.472504616,0.254894525,0.024854377,0.338828415,0.115080245,0.762124956,0.299910367,0.079964161,0.09333393,0.191395551,0.570518971,0.795155883,0.031697258,0.261989355,0.571926892,0.407320291,0.31938684,0.160524592,0.104010597,0.596126139,0.281156331,0.321652412,0.03028243,0.427237839,0.46499455,0.148353517,0.319693595,0.420766026,0.473538816,0.342956424,0.089572735,0.17244634,0.032835417
235.9999847,0.006614224,0.399309248,0.184690669,0.17682986,0.497886926,0.212070763,0.092998669,0.47747162,0.26273644,0.024844866,0.34321931,0.117066085,0.7672382,0.30380711,0.082057983,0.095563531,0.196742669,0.575964391,0.803540945,0.032950405,0.265704185,0.58093828,0.413095802,0.3226102,0.162858531,0.105018653,0.602191627,0.283875078,0.324395239,0.030619428,0.43300423,0.468326002,0.150776401,0.322563827,0.423863828,0.479053229,0.346973389,0.091037691,0.172857136,0.03338334
235.1999969,0.005275242,0.40007785,0.185507059,0.179114327,0.503154337,0.214239806,0.094057024,0.480716407,0.264872789,0.02419015,0.345383465,0.115278445,0.777607143,0.305837899,0.079738013,0.095169239,0.198680773,0.581210017,0.808199167,0.030842477,0.266724557,0.587168455,0.415286839,0.326001048,0.161963597,0.103881225,0.608743787,0.285483837,0.327167153,0.028882127,0.435429514,0.473625183,0.152757153,0.326011688,0.429388434,0.482332856,0.350952923,0.09042871,0.172722146,0.031517856
234.3999939,0.006891837,0.40718925,0.189614415,0.183527067,0.510043621,0.215979919,0.095803753,0.487285882,0.271978438,0.024810851,0.350096107,0.120273791,0.78775996,0.311287075,0.082551986,0.096658759,0.205542594,0.589541793,0.819327235,0.032495331,0.271305174,0.591811359,0.423148841,0.330270886,0.164278209,0.108786263,0.617487967,0.289306045,0.33207801,0.030146699,0.441283673,0.480633229,0.156430885,0.33013472,0.434242219,0.48799035,0.354227603,0.092596568,0.177487254,0.033373442
233.5999908,0.00591295,0.409777075,0.190384522,0.183253512,0.511465311,0.219434723,0.095346563,0.490822494,0.278944016,0.02545492,0.352441311,0.119415395,0.792521894,0.313606471,0.081608966,0.097906172,0.207035065,0.595760346,0.828904808,0.032550178,0.272918344,0.597794831,0.425246835,0.333696306,0.165298715,0.105564013,0.618548513,0.292700946,0.332640201,0.030152887,0.44292742,0.483410329,0.155608863,0.334620625,0.437462956,0.492002875,0.356776118,0.093308963,0.177653894,0.031436697
232.7999878,0.006347321,0.414618671,0.193985254,0.186311692,0.519368053,0.2233641,0.097706795,0.497494847,0.287759721,0.025727982,0.358642161,0.119687937,0.805690944,0.317144185,0.083332337,0.0991899,0.214014709,0.602842152,0.835040689,0.032418787,0.275917471,0.605961323,0.430501074,0.336659908,0.16824083,0.107024491,0.627659679,0.295962989,0.336723775,0.032050904,0.449476033,0.490164876,0.159401208,0.33544901,0.442320228,0.495748162,0.360661328,0.094378084,0.182415038,0.032052942
231.9999847,0.005224674,0.41834259,0.194242135,0.187543094,0.522444785,0.223067433,0.097591862,0.500654757,0.294154465,0.023376392,0.360659629,0.120469183,0.810454845,0.319501966,0.081406035,0.099731341,0.218772069,0.606861174,0.844292104,0.032677539,0.277202398,0.610146403,0.433509052,0.338581741,0.166816816,0.107530497,0.629399836,0.297452629,0.338405043,0.028909104,0.450839907,0.492588192,0.161657557,0.339179456,0.443707883,0.500243545,0.362778932,0.094660431,0.181282207,0.031883419
231.1999969,0.005332917,0.421228647,0.197006941,0.189518616,0.528413892,0.227892906,0.098250866,0.505844653,0.303573966,0.025345415,0.366142422,0.122266188,0.816708744,0.322737217,0.083364673,0.100622408,0.224818021,0.613972962,0.851285815,0.032579198,0.280398279,0.616177321,0.440799177,0.344405323,0.16790843,0.109967671,0.637630701,0.299940884,0.342063516,0.030440109,0.457017213,0.497724325,0.164170876,0.342556596,0.450895041,0.504500568,0.367209286,0.094413958,0.182998896,0.032311585
