	sample	eem_location	X250.3999939	X254.3999939	X280	X284.7999878	X364.7999878	X375.1999817	X400	X410.3999939	Station.Code	latitude	longitude	altitude	Region	lake_area_km2	basin_area_km2	lake_catchm_.	min_elev	mean_elev	max_elev	developed	agriculture	forest	natural_not_forest	peat	glacier	freshwater	Avrenning	ERA5.mean.annual.temperature.2019	ERA5.total.annual.precipitation.2019	ERA5.total.annual.runoff.2019	X2019_ALK	X2019_Al.Il	X2019_Al.R	X2019_Al	X2019_As	X2019_Ca	X2019_Cd	X2019_Cl	X2019_Co	X2019_Cr	X2019_Cu	X2019_DOC.C	X2019_FARGE	X2019_F	X2019_Fe	X2019_Hg	X2019_KOND	X2019_K	X2019_Mg	X2019_Mn	X2019_NH4.N	X2019_NO3.N	X2019_Na	X2019_Ni	X2019_PO4.P	X2019_Pb	X2019_SO4	X2019_SiO2	X2019_TOC	X2019_CNDOM	X2019_TOTN	X2019_TON	X2019_TOTP	X2019_Zn	X2019_pH	X2019_H	X2019_LAL	X2019_ALKE	X2019_ANC	X2019_ANCorg	TOC_TON	Pr?venr	Stasjonskode	Stasjonskode.1	Stasjonsnavn	sUVa	sVISa	SAR	E2_E3	HI	Comp.1	Comp.2	Comp.3	Comp1.R	Comp2.R	Comp3.R	bix	a	m	c	fi	Number	Sample_ID	Survey	dmax	tmax	tmax_h	auc	hauc	width	hwidth	ox_initial	incub_date	Comp1.C	Comp2.C	Comp3.C	dmax.C	a.C	m.C	c.C	Al.C	Cd.C	Co.C	Cr.C	Fe.C	Hg.C	Pb.C
388	DOM13094	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191120	0.215625187	0.213152518	0.167516401	0.161041906	0.070425739	0.066949864	0.05335181	0.049457153	817-2-61	59.086	8.757	369	4	0.632154436	3.8811	16.28802237	369.1263123	465.3039602	673.6954346	0	0	79.6939987	1.888139485	2.007808749	0	16.41005315	29.78	6.123193264	1601.85144	944.1453857	0.047	72	85	140	0.18	0.79	0.021	0.97	0.15	0.15	0.38	4.8	30	25	71	1.44	1.16	0.086	0.15	4.9	53	51	0.9	0.49	1	0.3	1.05	2.14	4.9	38.88888889	230	126	2	3.6	5.54	2.884031503	13	17.93508706	44.02763831	23.584	0.038888889	DOM13094	817-2-61	817-2-61	Sandvatnet	4.440677465	10.30357361	4.309842036	3.026628054	0.755524296	97.23919662	46.32384441	28.4872567	56.51788919	26.92459416	16.55751665	0.46682806	125.1255158	81.47609271	86.69905869	1.250017904	388	13094	1000_lakes	10.18726742	10.72466667	17.91341667	75.85090401	75.85090401	6.085333333	2.7385	306.7102358	191107	20.25816596	9.650800919	5.934845146	2.122347379	26.06781578	16.97418598	18.06230389	29.16666667	0.004375	0.03125	0.03125	14.79166667	0.3	0.0625
389	DOM13107	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191115	0.274431141	0.266652348	0.209985959	0.198882582	0.082584413	0.074807717	0.057432017	0.051165069	831-2-3	58.979	7.965	708	4	0.179119617	2.3971	7.472346477	709.3835449	744.1658671	817.0950928	0	0	82.19560004	4.002877324	4.652186028	0	9.149336849	35	4.755975246	1561.910156	650.5201416	0.049	61	78	160	0.14	0.67	0.011	0.64	0.083	0.12	0.15	5	31	2	330	2.18	0.87	0.037	0.13	6.1	18	25	0.75	0.13	1	0.29	0.45	1.74	5.3	33.75796178	200	157	3	2	5.55	2.818382931	17	20.09467965	49.77510796	30.47	0.033757962	DOM13107	831-2-3	831-2-3	?vre Selbuvatn	5.333046966	10.23301386	5.211609247	3.228845948	0.745849731	146.3447399	52.55001637	54.00668411	57.86631333	20.77885215	21.35483453	0.465472226	181.9506976	103.9138391	132.9336566	1.308245283	389	13107	1000_lakes	10.39754029	9.609583333	18.06579167	81.7839532	81.7839532	6.5415	2.890416667	304.5834349	191108	29.26894798	10.51000327	10.80133682	2.079508058	36.39013952	20.78276782	26.58673133	32	0.0022	0.0166	0.024	66	0.436	0.058
390	DOM13109	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191119	0.109735138	0.107603602	0.076974362	0.071059122	0.027134101	0.019486866	0.013637197	0.012841527	831-4-8	59.09555816	8.15346035	280	4	49.79481095	878.5321	5.667955781	276.8610229	714.5941153	1276.161743	0.115999338	0.886969446	65.54153764	15.42187677	5.508246822	0	12.52536997	25.003	5.157739162	1593.614136	759.97229	0.051	37	47	110	0.09	0.76	0.012	0.88	0.07	0.05	0.31	2.6	22	47	23	0.64	1.05	0.097	0.14	8.1	13	119	0.78	0.18	1	0.08	0.85	2.05	2.7	34.61538462	210	78	1	2.8	5.8	1.584893192	10	22.24533485	35.76366652	25.651	0.034615385	DOM13109	831-4-8	831-4-8	Fyresvatn	4.138600083	4.939048905	8.379346231	3.965622504	0.660378656	52.25368585	25.68752726	18.63926322	54.10377732	26.59701861	19.29920407	0.516917416	70.50464065	40.99360674	48.59003502	1.249554454	390	13109	1000_lakes	8.77828451	17.18991667	18.584875	57.83614763	57.83614763	5.248333333	2.510083333	267.4215734	191112	20.09757148	9.879818177	7.168947392	3.376263273	27.11716948	15.76677182	18.68847501	42.30769231	0.004615385	0.026923077	0.019230769	8.846153846	0.246153846	0.030769231
391	DOM13111	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191119	0.275421999	0.265595667	0.19777625	0.18914733	0.065643362	0.054092656	0.033779192	0.031413707	831-2-29	59.164	7.857	671	4	0.14562548	7.2812	2.000020323	669.3151855	805.6389606	975.1378174	0	0	52.68593282	41.09669872	0.904660607	0	5.31270784	37.384	3.661401272	1507.422241	658.1825562	0.043	89	110	210	0.12	0.39	0.014	0.38	0.078	0.05	0.22	6.1	58	22	160	2.49	0.78	0.015	0.092	2.7	11	7	0.49	0.14	1	0.35	0.34	1.68	5.8	40.84507042	160	142	2	2.5	5.26	5.495408739	21	13.58114704	31.2145042	10.71	0.04084507	DOM13111	831-2-29	831-2-29	Tussetj?rn	4.354027329	5.149788045	8.454769965	4.046039975	0.71216271	115.9870916	32.45081002	46.82615966	59.4001225	16.61893633	23.98094117	0.425454868	139.8003147	77.10818399	105.3515606	1.263244594	391	13111	1000_lakes	16.31420053	13.28566667	17.08970833	110.0484683	110.0484683	5.882083333	2.763416667	406.3794178	191113	19.01427731	5.319804921	7.676419616	2.674459103	22.91808438	12.6406859	17.27074764	34.42622951	0.002295082	0.012786885	0.008196721	26.2295082	0.408196721	0.057377049
392	DOM13115	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191121	0.064492962	0.066073584	0.056895143	0.054905808	0.036626714	0.03186542	0.028369947	0.025928756	831-501	59.29288064	7.72600213	902	4	1.270494746	4.0435	31.42066886	901.5725098	963.0336095	1134.624023	0	0	36.34026283	27.51970693	0	0	36.1400303	40	3.661401272	1507.422241	658.1825562	0.049	20	26	53	0.063	0.5	0.009	0.62	0.02	0.05	0.071	1	11	50	5.7	0.51	0.65	0.036	0.094	2.4	18	60	0.56	0.05	1	0.082	0.47	1.11	1.2	23.07692308	130	52	1	1	5.83	1.479108388	6	20.09467965	27.68984455	22.323	0.023076923	DOM13115	831-501	831-501	BrÜrvatn	6.607358438	25.92875638	2.548274333	1.803972469	0.830979716	10.52234912	11.02745671	3.856032059	41.41705212	43.40520773	15.17774016	0.617463382	16.67939389	10.02014602	11.67723558	1.198940741	392	13115	1000_lakes	114.4343797	1.648666667	12.468125	337.2681825	337.2681825	2.333916667	1.826416667	235.4134265	191110	10.52234912	11.02745671	3.856032059	114.4343797	16.67939389	10.02014602	11.67723558	53	0.009	0.02	0.05	5.7	0.51	0.082
393	DOM13121	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191106	0.126921465	0.122572047	0.103159403	0.0949496	0.044128669	0.038638425	0.037210556	0.036230097	827-1-23	59.791	8.448	1001	3	0.078982618	14.6458	0.539285107	1000.001221	1154.678939	1494.613403	0	0	4.852838629	80.96338508	10.16705361	0	4.016722726	30	2.925195217	1373.091309	696.0107422	0.118	10	15	34	0.086	2.03	0.004	0.22	0.035	0.05	0.1	1.8	13	14	49	0.67	1.32	0.045	0.16	3.5	5	2	0.48	0.11	1	0.017	0.53	2.42	2.1	27.63157895	83	76	1	0.63	6.71	0.19498446	5	92.40467338	119.4636895	111.966	0.027631579	DOM13121	827-1-23	827-1-23	Lysetj?rn	6.809558152	20.12783152	3.383155382	2.777605812	0.774643177	35.35805236	14.74327722	10.54741656	58.29972524	24.30928611	17.39098865	0.400664429	45.17058138	31.13849018	30.25351488	1.212498314	393	13121	1000_lakes	5.496257992	26.7995	29.1325	42.98472688	42.98472688	3.955083333	3.955083333	282.2218132	191023	19.64336242	8.190709567	5.859675867	3.053476662	25.09476743	17.29916121	16.80750827	18.88888889	0.002222222	0.019444444	0.027777778	27.22222222	0.372222222	0.009444444
394	DOM13123	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191107	0.386076283	0.376559329	0.29706825	0.281764668	0.107816059	0.088971887	0.068475701	0.062677775	827-2-32	59.681	8.801	740	3	0.162868667	3.7888	4.298687356	739.2806396	832.3270693	1009.636353	0	0	77.94448748	8.898958016	1.994145886	0	11.16240836	30.64	3.638177395	1367.658569	616.4832764	0.067	66	76	150	0.17	1.42	0.017	0.34	0.15	0.15	0.34	7.2	63	9	170	2.84	1.02	0.085	0.18	17	12	34	0.46	0.3	2	0.2	0.47	1.75	7.2	41.37931034	220	174	4	2.9	5.97	1.071519305	10	39.24356428	86.90278578	61.564	0.04137931	DOM13123	827-2-32	827-2-32	Sjausetvatnet	5.229990675	8.705246474	6.007860536	3.492608925	0.748261021	76.86013064	25.95674563	27.57465907	58.94564432	19.90677199	21.1475837	0.419360242	95.65517228	56.4684768	68.15301605	1.241014918	394	13123	1000_lakes	8.698163434	18.68625	27.788875	47.70889744	47.70889744	2.079083333	2.028416667	289.9273177	191105	10.67501814	3.60510356	3.82981376	1.208078255	13.2854406	7.842844001	9.465696673	20.83333333	0.002361111	0.020833333	0.020833333	23.61111111	0.394444444	0.027777778
395	DOM13124	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191107	0.117330996	0.117169557	0.099406717	0.093467897	0.044459572	0.03963104	0.034757249	0.034420882	827-3-26	59.802	8.86	896	3	6.600728797	38.0709	17.3379899	895.8893433	1008.868149	1460.914551	0	0	27.8526354	37.45754863	12.01610189	0	22.67371415	25.924	3.638177395	1367.658569	616.4832764	0.07	11	15	35	0.092	1.12	0.009	0.26	0.02	0.05	0.18	1.7	10	7	10	0.57	0.83	0.095	0.11	1.6	16	98	0.37	0.17	1	0.047	0.5	0.96	1.8	23.68421053	190	76	2	1.5	6.38	0.416869383	4	42.40311559	59.86422261	52.597	0.023684211	DOM13124	827-3-26	827-3-26	SjÜvatnet	6.89232688	20.24757762	3.404025414	2.635418017	0.797714862	13.31966873	8.999996194	4.052249139	50.50702311	34.12720128	15.36577561	0.539265659	19.17292312	12.26260092	12.13636722	1.181899349	395	13124	1000_lakes	5.028258835	17.77366667	28.29595833	23.30288948	23.30288948	2.738416667	2.408666667	316.4162053	191105	7.835099253	5.294115408	2.383675964	2.957799315	11.27819007	7.213294657	7.139039541	20.58823529	0.005294118	0.011764706	0.029411765	5.882352941	0.335294118	0.027647059
396	DOM13130	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191115	0.452956909	0.442882979	0.346166903	0.324660147	0.118602337	0.102440374	0.075439246	0.067137344	815-2-27	58.872	9.243	89	4	0.171128715	3.416	5.0096228	90.57312775	167.1299766	259.4679565	0	0	89.54038854	0	4.606326049	0	5.853285337	26.729	8.491724014	1495.223755	518.6213989	0.045	160	210	390	0.34	0.81	0.05	3.17	0.38	0.24	0.57	10.9	77	21	280	3.54	2.19	0.17	0.43	9.3	21	66	2.08	0.51	1	0.63	1.26	3.17	10.7	44.03292181	330	243	3	8.3	5.24	5.754399373	50	15.76474827	51.7501791	13.874	0.044032922	DOM13130	815-2-27	815-2-27	L?nstravatnet	4.063146597	6.159389365	6.596671125	3.73418425	0.733060791	269.7124914	84.43579933	104.5391267	58.80093527	18.40813507	22.79092967	0.493009387	332.2432577	183.4140061	250.5629072	1.317928334	396	13130	1000_lakes	30.26115873	14.173	18.192625	220.0990424	220.0990424	6.135833333	2.789	234.051413	191113	24.74426527	7.746403608	9.590745569	2.776253094	30.48103281	16.82697303	22.98742268	35.77981651	0.004587156	0.034862385	0.022018349	25.68807339	0.324770642	0.057798165
397	DOM13131	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191112	0.479956595	0.466599313	0.37084475	0.351387052	0.131469821	0.116264803	0.085544111	0.075004758	815-1-29	58.89	9.284	61	4	0.066726324	2.06	3.239141954	60.16495132	97.40348908	163.3001404	0.01882404	12.50882069	82.03058617	0.755703556	1.286210606	0	3.399855033	25.895	7.488824368	1558.077759	476.6239319	0.22	84	100	220	0.38	4.35	0.029	4.76	0.7	0.46	1.7	10.3	86	46	510	2.4	5.32	1.53	1.08	31	2	165	3.26	2.1	7	0.23	5.65	5.41	10.4	24.01847575	600	433	17	6.6	6.63	0.234422882	16	197.2669236	223.306427	187.8	0.024018476	DOM13131	815-1-29	815-1-29	HOH 50	4.530090413	7.282015299	6.220929547	3.549098269	0.753080946	176.8967579	69.95227803	64.96470141	56.7315473	22.43399493	20.83445776	0.462863956	220.6042958	140.6640425	158.9734669	1.24846928	397	13131	1000_lakes	64.71692093	1.648666667	12.328625	259.5525245	259.5525245	2.33375	2.0545	235.4134229	191110	17.17444251	6.791483304	6.307252564	6.283196207	21.4178928	13.65670315	15.43431718	21.3592233	0.002815534	0.067961165	0.044660194	49.51456311	0.233009709	0.022330097
398	DOM13137	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191115	0.185738498	0.183978656	0.147349546	0.136880168	0.061996964	0.056061731	0.046639656	0.041911043	829-1-13	59.311	8.268	978	4	0.086767178	0.9591	9.046729041	977.9501343	1019.937441	1116.654053	0	0	40.62544977	49.59859376	0	0	9.775956149	29.255	4.531304836	1484.27478	687.5178833	0.053	65	81	170	0.1	0.45	0.051	0.3	0.087	0.05	0.36	3.7	27	2	140	1.66	0.57	0.028	0.13	4.2	11	11	0.47	0.14	2	0.2	0.35	1.35	3.5	25.36231884	160	138	3	2.3	5.72	1.905460718	16	24.38840466	38.56032504	25.875	0.025362319	DOM13137	829-1-13	829-1-13	MjÜvatn	4.972396105	11.32730889	4.389741777	2.967542995	0.74400026	107.9412547	43.25294725	37.91637325	57.07838104	22.87177605	20.04984291	0.516662654	137.4993771	77.72189844	98.73479918	1.323134617	398	13137	1000_lakes	12.68527873	13.18433333	23.18695833	73.66853655	73.66853655	5.552833333	2.1805	326.781145	191105	29.17331208	11.68998574	10.24766845	3.428453711	37.1619938	21.0059185	26.68508086	45.94594595	0.013783784	0.023513514	0.013513514	37.83783784	0.448648649	0.054054054
399	DOM13138	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191114	0.119909251	0.115020187	0.092969799	0.090578006	0.045740545	0.041653322	0.036494629	0.033662613	829-4-6	59.34974087	8.58064562	72	4	15.76514846	2980.1279	0.529009123	71.88893127	931.5625048	1721.064087	0.202471997	1.383953465	44.6533436	39.38883009	4.644195417	0.124527927	9.602677464	16.019	4.782922268	1487.951904	727.6254883	0.095	13	17	51	0.066	1.78	0.007	0.84	0.022	0.15	0.32	1.7	14	70	31	0.92	1.45	0.11	0.18	3.2	12	91	0.77	0.27	1	0.046	0.9	1.85	2	29.85074627	170	67	2	2.8	6.6	0.251188643	4	68.54371795	91.86473465	84.205	0.029850746	DOM13138	829-4-6	829-4-6	Kviteseidvatnet	6.765893342	19.80153695	3.416852621	2.514622143	0.787496598	34.62473783	19.77779461	10.9218014	53.00434891	30.27630509	16.719346	0.491475985	46.46979123	30.31643513	32.62021318	1.312652631	399	13138	1000_lakes	48.19901317	1.471166667	12.227125	196.6873105	196.6873105	2.257833333	2.257833333	235.4134155	191110	20.36749284	11.63399683	6.424589059	28.35236069	27.33517131	17.83319714	19.18836069	30	0.004117647	0.012941176	0.088235294	18.23529412	0.541176471	0.027058824
400	DOM13143	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191119	0.162783232	0.15940651	0.115797204	0.108708535	0.034958549	0.026856682	0.017453515	0.01667196	830-26	59.20663902	8.62249395	664	4	0.763583325	3.2636	23.39696423	663.180603	696.1232381	816.1461182	0	0	66.77446206	0.604456116	6.452868661	0	26.168214	NA	4.782922268	1487.951904	727.6254883	0.049	33	37	92	0.12	0.68	0.011	0.6	0.15	0.05	0.21	4	51	26	89	1.65	0.87	0.039	0.15	14	30	31	0.58	0.46	1	0.1	0.66	1.52	4.2	32.55813953	190	129	3	3.2	5.67	2.13796209	4	20.09467965	41.76050288	25.338	0.03255814	DOM13143	830-26	830-26	MÜvatn	3.985162743	4.167989933	9.561354052	4.559872063	0.681957938	69.03673473	35.16528464	24.02570155	53.83916538	27.42408926	18.73674536	0.485771646	92.60701183	55.28742243	62.98840493	1.226601056	400	13143	1000_lakes	13.32765139	8.417833333	17.051625	96.6564675	96.6564675	6.059833333	2.763666667	311.7741254	191108	17.25918368	8.79132116	6.006425388	3.331912848	23.15175296	13.82185561	15.74710123	23	0.00275	0.0375	0.0125	22.25	0.4125	0.025
401	DOM13144	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191112	0.241365609	0.237180006	0.187591729	0.178635475	0.075188876	0.069979933	0.056023764	0.05198169	819-2-14	59.158	9.207	133	2	0.726777504	28.0968	2.586691382	126.1463394	279.2386891	503.2629395	0	0	91.64838791	0.057989756	0.938538162	0	7.355083992	16.426	6.305657864	1349.830444	713.7398682	0.127	48	55	110	0.16	2.29	0.018	1.35	0.034	0.088	0.25	5.1	33	45	95	2.48	2.14	0.11	0.24	7.5	16	79	1.3	0.13	1	0.073	1.32	3.49	5.4	34.83870968	250	155	4	3.9	6.7	0.199526231	7	101.7096709	123.3146251	103.811	0.03483871	DOM13144	819-2-14	819-2-14	B?vatnet	4.650588357	10.19248827	4.562760567	3.154456061	0.753164139	86.04278908	41.17007547	28.0811503	55.40637813	26.511051	18.08257088	0.482993994	110.7129264	70.66476872	77.06350526	1.289218179	401	13144	1000_lakes	17.33833978	10.54733333	17.34295833	108.7358671	108.7358671	5.426	2.434083333	289.3842519	191107	16.87113511	8.072563818	5.506107902	3.399674467	21.70841694	13.855837	15.11049123	21.56862745	0.003529412	0.006666667	0.017254902	18.62745098	0.48627451	0.014313725
402	DOM13154	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191111	0.228161189	0.22343162	0.17531665	0.166848231	0.071103923	0.059876065	0.049942798	0.045588826	807-4-1	59.558	9.218	16	2	13.20475657	5370.6105	0.24587068	15.7665453	948.5082997	1880.238892	0.232966785	1.206965549	38.18294445	44.30263225	6.603956949	0.006564006	9.463969556	20	5.195886135	1316.347534	495.7261658	0.097	35	42	96	0.13	2.03	0.009	1.14	0.043	0.11	0.46	4.3	27	41	110	1.64	1.77	0.23	0.22	5.5	15	108	1.09	0.24	2	0.068	0.93	2.58	4.5	32.84671533	260	137	4	2.1	6.57	0.26915348	7	70.62421921	114.5322411	98.158	0.032846715	DOM13154	807-4-1	807-4-1	Heddalsvatnet	5.196084183	10.60205253	4.901017202	3.142324795	0.746752993	66.9974204	25.32614355	22.96009836	58.11527762	21.96854528	19.91617711	0.445172393	82.30299129	52.19368161	59.00821799	1.252547117	402	13154	1000_lakes	6.123273276	17.16591667	23.81	50.2441696	50.2441696	7.428916667	3.3975	269.3347028	191102	15.58079544	5.889800826	5.339557758	1.424017041	19.14023053	12.13806549	13.72284139	22.3255814	0.002093023	0.01	0.025581395	25.58139535	0.381395349	0.015813953
403	DOM13155	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191107	0.682163824	0.663058151	0.516331871	0.487161358	0.163381074	0.139725816	0.09916677	0.087850366	807-1-36	59.603	9.347	289	2	0.074698149	14.5851	0.512153838	289.2134094	454.8555718	779.0635376	0	0	96.30602519	0.223866536	1.908223122	0	1.561884619	14.656	5.195886135	1316.347534	495.7261658	0.074	210	250	390	0.24	2.19	0.022	0.76	0.17	0.21	0.69	15.6	71	89	430	6.02	1.7	0.17	0.3	16	10	25	1.09	0.33	2	0.19	0.8	4.52	15.7	55.0877193	320	285	5	5.9	5.77	1.698243652	40	46.60644724	146.5568163	92.462	0.055087719	DOM13155	807-1-36	807-1-36	Vassenden	4.25037276	5.631433693	7.547585556	4.058353492	0.734718904	142.8059052	41.07652717	55.95558932	59.54264641	17.12677868	23.33057491	0.449950401	169.5660912	99.85093804	129.5388335	1.269886357	403	13155	1000_lakes	2.561079165	22.97233333	29.92033333	11.52483299	11.52483299	1.85075	1.85075	269.0473344	191102	9.154224692	2.633110716	3.586896751	0.164171741	10.86962123	6.400701156	8.303771375	25	0.001410256	0.010897436	0.013461538	27.56410256	0.385897436	0.012179487
404	DOM13156	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191108	0.225884461	0.221902737	0.170091772	0.159376064	0.067883947	0.0609715	0.052264664	0.048417787	807-3-1	59.727	9.131	318	2	2.566317192	42.7276	6.006228274	317.9135132	470.3242307	1224.202515	0	0	81.43264502	4.585405002	1.939336935	0	12.04261294	14.764	4.666100979	1322.700439	424.2368774	0.13	22	29	59	0.26	3.07	0.005	1.55	0.02	0.063	0.53	5.9	23	2	36	1.36	2.26	0.21	0.27	4.2	25	34	1.38	0.17	1	0.035	1.05	1.59	6.1	33.70165746	240	181	2	1.4	6.73	0.186208714	7	104.8081116	174.5763469	152.053	0.033701657	DOM13156	807-3-1	807-3-1	S?nstevatn	3.761063334	8.206404524	4.583083033	3.268854383	0.718224868	63.2858031	43.26797092	17.69584507	50.93440412	34.82342339	14.24217249	0.532351765	90.05107096	61.05734494	56.42458939	1.248991337	404	13156	1000_lakes	3.848929587	21.70241667	27.6485	31.88223783	31.88223783	7.251	7.251	267.5881061	191104	10.72640731	7.333554393	2.999295775	0.652360947	15.26289338	10.34870253	9.563489727	10	0.000847458	0.003389831	0.010677966	6.101694915	0.230508475	0.005932203
405	DOM13157	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191108	0.593710811	0.576873691	0.449571075	0.426402213	0.160249816	0.139715323	0.101930828	0.091669822	807-1-71	59.77231309	9.12523824	471	2	0.098258236	3.8642	2.542783389	471.0058594	744.9711713	1224.202515	0	0	70.64914131	24.63645734	1.091952456	0	3.622447817	18.594	4.666100979	1322.700439	424.2368774	0.036	120	150	290	0.27	0.72	0.02	0.6	0.26	0.13	2.6	12.4	109	15	460	5.38	1.42	0.12	0.19	15	12	12	0.71	0.25	2	0.56	0.68	2.76	12	50.84745763	260	236	8	4.4	4.99	10.23292992	30	5.755061032	54.42855257	12.772	0.050847458	DOM13157	807-1-71	807-1-71	Surtetj?rn	4.652207183	7.392727559	6.292950939	3.599839963	0.739160443	161.2583162	45.95588326	61.70299099	59.96578944	17.08923226	22.9449783	0.437283483	189.9823329	108.8928011	148.0257369	1.291196339	405	13157	1000_lakes	5.327785374	17.39241667	22.40033333	45.95043529	45.95043529	7.986333333	3.473416667	269.4810976	191104	13.00470292	3.706119618	4.97604766	0.429660111	15.32115588	8.781677507	11.93755943	23.38709677	0.001612903	0.020967742	0.010483871	37.09677419	0.433870968	0.04516129
406	DOM13163	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191107	0.355290389	0.345827914	0.275273031	0.25829219	0.08963178	0.080293695	0.061514689	0.057165193	822-2-11	59.413	9.355	195	2	0.268796434	4.8964	5.48967475	201.1026001	452.5102524	804.8656006	0	0	82.0950438	12.04235269	0.247402097	0	5.615202477	13.888	5.195886135	1316.347534	495.7261658	0.158	81	98	180	0.17	3.85	0.014	1.28	0.073	0.13	0.29	7.4	42	38	91	2.48	2.66	0.13	0.39	5.6	5	99	1.4	0.26	2	0.1	1.34	4.58	7.6	38.7755102	300	196	3	2.8	6.85	0.141253754	17	133.6628329	217.7062638	191.506	0.03877551	DOM13163	822-2-11	822-2-11	B?rtevatn	4.673350191	7.725026102	6.04962382	3.858318038	0.746880687	68.91815095	28.58358988	23.65269546	56.88454592	23.59268943	19.52276465	0.448249417	86.76359271	54.9519586	60.88674736	1.264306664	406	13163	1000_lakes	10.22737223	15.31508333	20.995625	82.93692223	82.93692223	6.795	3.296	301.3629433	191102	9.313263642	3.862647281	3.196310197	1.382077328	11.72480983	7.425940351	8.227938832	24.32432432	0.001891892	0.009864865	0.017567568	12.2972973	0.335135135	0.013513514
407	DOM13165	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191104	0.111170073	0.109279235	0.095841107	0.09325209	0.049366304	0.04696216	0.045161084	0.041127468	828-1-22	59.77420543	8.38222965	1157	3	0.049594845	2.5377	1.954322607	1155.846436	1222.456634	1402.663574	0	0	0	89.44467155	8.410378858	0	2.144949531	30.38	2.925195217	1373.091309	696.0107422	0.091	10	14	34	0.045	1.29	0.004	0.21	0.032	0.05	0.05	1.1	10	15	39	0.55	0.87	0.017	0.087	1.5	4	1	0.51	0.069	1	0.01	0.49	2.93	1.3	25.49019608	56	51	1	0.46	6.52	0.301995172	4	64.37881215	78.23548576	73.53	0.025490196	DOM13165	828-1-22	828-1-22	Sandtj?rni	9.934475951	37.38860769	2.65708636	2.213640187	0.853337691	29.06524186	12.96993858	8.783858907	57.19360742	25.52180983	17.28458275	0.484471272	37.76460433	24.5427928	25.54419233	1.1802027	407	13165	1000_lakes	3.996724865	27.1545	29.46216667	34.94566662	34.94566662	3.904416667	3.904416667	282.2218132	191023	26.42294715	11.79085325	7.985326279	3.633386241	34.33145849	22.31162982	23.22199303	30.90909091	0.003636364	0.029090909	0.045454545	35.45454545	0.5	0.009090909
408	DOM13186	C:/Users/CBG/R/Projects/100 lakes StarDOM/FluorescenceEEM/191021	0.047078631	0.043851359	0.030686325	0.025611228	0.007277778	0.006544516	0.002719806	0.002789955	826-1-16	59.892	8.854	1135	3	0.061253935	0.4605	13.30161459	1134.773193	1168.331922	1239.713501	0	0	0	86.72208019	0	0	13.27791982	24.551	2.481225491	1286.098145	463.4414368	0.098	17	24	47	0.057	1.7	0.004	0.18	0.02	0.05	0.05	1.3	6	6	11	0.61	0.99	0.11	0.098	5.1	6	3	0.31	0.05	1	0.022	0.56	1.13	1.6	13.2231405	130	121	3	0.55	6.66	0.218776162	7	71.66400821	92.66746696	86.799	0.01322314	DOM13186	826-1-16	826-1-16	Svarttj?rn	3.373181453	2.146119142	15.71758709	6.025377468	0.584046391	7.304919049	5.489562663	2.253319226	48.54476132	36.48082989	14.97440879	0.545315137	11.01196603	6.995330687	7.051886966	1.291137627	408	13186	1000_lakes	14.05857176	28.397	29.25941667	95.21603066	95.21603066	3.904666667	3.904666667	246.0399794	191021	5.619168499	4.22274051	1.733322482	10.81428597	8.470743099	5.381023606	5.424528435	36.15384615	0.003076923	0.015384615	0.038461538	8.461538462	0.469230769	0.016923077
