Analyseoppdrag	Prøvenr	Tekst på flaska	Stasjonskode	Stasjonsnavn
930-8336	DOM13242	834-2-8 Fetveittjørn	834-2-8	Fetveittjørn
930-8336	DOM13243	834-3-14 Lognvikvatn	834-3-14	Lognvikvatn
930-8336	DOM13244	834-1-2 Langetjørn	834-1-2	Langetjørn
930-8336	DOM13245	834-4-5 Totak	834-4-5	Totak
930-8337	DOM13246	1114-2-25 Butjørnane	1114-2-25	Butjørnane
930-8337	DOM13247	1114-1-7 Hellevatnet	1114-1-7	Hellevatnet
930-8337	DOM13248	1114-3-2 Røyslandsvatnet	1114-3-2	Røyslandsvatnet
930-8337	DOM13249	1114-1-21 Holatjørni	1114-1-21	Holatjørni
930-8337	DOM13250	1114-1-34 Lomstjørni	1114-1-34	Lomstjørni
930-8337	DOM13251	1114-3-4 Hofreistævatnet	1114-3-4	Hofreistævatnet
930-8337	DOM13252	1114-1-33 HOH 690	1114-1-33	HOH 690
930-8337	DOM13253	1114-2-4 HOH 712	1114-2-4	HOH 712
930-8337	DOM13254	1114-1-20 Skjelbreidtjørni	1114-1-20	Skjelbreidtjørni
930-8337	DOM13255	1114-1-8 HOH 710	1114-1-8	HOH 710
930-8337	DOM13256	1114-3-10 Indra Vinjavatnet	1114-3-10	Indra Vinjavatnet
930-8338	DOM13257	1114-2-25 Butjørnane	1114-2-25	Butjørnane
930-8338	DOM13258	1114-1-7 Hellevatnet	1114-1-7	Hellevatnet
930-8338	DOM13259	1114-3-2 Røyslandsvatnet	1114-3-2	Røyslandsvatnet
930-8338	DOM13260	1114-1-21 Holatjørni	1114-1-21	Holatjørni
930-8338	DOM13261	1114-1-34 Lomstjørni	1114-1-34	Lomstjørni
930-8338	DOM13262	1114-3-4 Hofreistævatnet	1114-3-4	Hofreistævatnet
930-8338	DOM13263	1114-1-33 HOH 690	1114-1-33	HOH 690
930-8338	DOM13264	1114-2-4 HOH 712	1114-2-4	HOH 712
930-8338	DOM13265	1114-1-20 Skjelbreidtjørni	1114-1-20	Skjelbreidtjørni
930-8338	DOM13266	1114-1-8 HOH 710	1114-1-8	HOH 710
930-8338	DOM13267	1114-3-10 Indra Vinjavatnet	1114-3-10	Indra Vinjavatnet
930-8339	DOM13268	1101-3-8 Revsvatnet	1101-3-8	Revsvatnet
930-8340	DOM13269	1101-3-8 Revsvatnet	1101-3-8	Revsvatnet
930-8341	DOM13270	1129-2-12 HOH 1029	1129-2-12	HOH 1029
930-8341	DOM13271	1129-1-36 HOH 1061	1129-1-36	HOH 1061
930-8341	DOM13272	1129-1-23 HOH 1102	1129-1-23	HOH 1102
930-8341	DOM13273	1129-1-32 Oalandstjørna	1129-1-32	Oalandstjørna
930-8341	DOM13274	1129-3-15 Haukalivatnet	1129-3-15	Haukalivatnet
930-8341	DOM13275	1129-2-3 Søre Erevikvatnet	1129-2-3	Søre Erevikvatnet
930-8341	DOM13276	1129-2-53 Svartavatnet	1129-2-53	Svartavatnet
930-8341	DOM13277	1129-2-11 Troppevatnet	1129-2-11	Troppevatnet
930-8341	DOM13278	1129-1-13 Tvaravatnet	1129-1-13	Tvaravatnet
930-8341	DOM13279	1129-2-28 Rundatjørna	1129-2-28	Rundatjørna
930-8341	DOM13280	1129-2-15 Vongsatjørnane	1129-2-15	Vongsatjørnane
930-8341	DOM13281	1129-1-15 Reinstjørn	1129-1-15	Reinstjørn
930-8341	DOM13282	1129-1-28 Kleggadalsvatn	1129-1-28	Kleggadalsvatn
930-8341	DOM13283	1129-2-9 HOH 967	1129-2-9	HOH 967
930-8342	DOM13284	1129-2-12 HOH 1029	1129-2-12	HOH 1029
930-8342	DOM13285	1129-1-36 HOH 1061	1129-1-36	HOH 1061
930-8342	DOM13286	1129-1-23 HOH 1102	1129-1-23	HOH 1102
930-8342	DOM13287	1129-1-32 Oalandstjørna	1129-1-32	Oalandstjørna
930-8342	DOM13288	1129-3-15 Haukalivatnet	1129-3-15	Haukalivatnet
930-8342	DOM13289	1129-2-3 Søre Erevikvatnet	1129-2-3	Søre Erevikvatnet
930-8342	DOM13290	1129-2-53 Svartavatnet	1129-2-53	Svartavatnet
930-8342	DOM13291	1129-2-11 Troppevatnet	1129-2-11	Troppevatnet
930-8342	DOM13292	1129-1-13 Tvaravatnet	1129-1-13	Tvaravatnet
930-8342	DOM13293	1129-2-28 Rundatjørna	1129-2-28	Rundatjørna
930-8342	DOM13294	1129-2-15 Vongsatjørnane	1129-2-15	Vongsatjørnane
930-8342	DOM13295	1129-1-15 Reinstjørn	1129-1-15	Reinstjørn
930-8342	DOM13296	1129-1-28 Kleggadalsvatn	1129-1-28	Kleggadalsvatn
930-8342	DOM13297	1129-2-9 HOH 967	1129-2-9	HOH 967
930-8343	DOM13298	1122-1-16 Kringlelitjørna	1122-1-16	Kringlelitjørna
930-8343	DOM13299	1122-1-9 Kråtjørni	1122-1-9	Kråtjørni
930-8343	DOM13301	1122-1-31 Holmavatnet	1122-1-31	Holmavatnet
930-8343	DOM13302	1122-1-4 Kalvedalsvatnet	1122-1-4	Kalvedalsvatnet
930-8343	DOM13303	1122-2-18 Øvre Bergsvatnet	1122-2-18	Øvre Bergsvatnet
930-8343	DOM13304	1122-1-3 HOH 770	1122-1-3	HOH 770
930-8343	DOM13305	1122-1-2 HOH 850	1122-1-2	HOH 850
930-8343	DOM13306	1122-2-2 HOH 941	1122-2-2	HOH 941
930-8343	DOM13307	1122-1-12 Langatjørn	1122-1-12	Langatjørn
930-8344	DOM13308	1122-1-16 Kringlelitjørna	1122-1-16	Kringlelitjørna
930-8344	DOM13309	1122-1-9 Kråtjørni	1122-1-9	Kråtjørni
930-8344	DOM13311	1122-1-31 Holmavatnet	1122-1-31	Holmavatnet
930-8344	DOM13312	1122-1-4 Kalvedalsvatnet	1122-1-4	Kalvedalsvatnet
930-8344	DOM13313	1122-2-18 Øvre Bergsvatnet	1122-2-18	Øvre Bergsvatnet
930-8344	DOM13314	1122-1-3 HOH 770	1122-1-3	HOH 770
930-8344	DOM13315	1122-1-2 HOH 850	1122-1-2	HOH 850
930-8344	DOM13316	1122-2-2 HOH 941	1122-2-2	HOH 941
930-8344	DOM13317	1122-1-12 Langatjørn	1122-1-12	Langatjørn
930-8345	DOM13318	1133-1-30 HOH 1080	1133-1-30	HOH 1080
930-8345	DOM13319	1133-2-23 HOH 1111	1133-2-23	HOH 1111
930-8345	DOM13320	1133-2-29 Brokavatnet	1133-2-29	Brokavatnet
930-8345	DOM13321	1133-2-603 Ø.Tysdalsvatn	1133-2-603	Ø.Tysdalsvatn
930-8345	DOM13322	1133-1-18 HOH 920	1133-1-18	HOH 920
930-8345	DOM13323	1133-2-16 Holmavatnet	1133-2-16	Holmavatnet
930-8345	DOM13324	1133-1-24 Eikelivatnet	1133-1-24	Eikelivatnet
930-8345	DOM13325	1133-2-1 Heimra Svartavatnet	1133-2-1	Heimra Svartavatnet
930-8346	DOM13326	1133-1-30 HOH 1080	1133-1-30	HOH 1080
930-8346	DOM13327	1133-2-23 HOH 1111	1133-2-23	HOH 1111
930-8346	DOM13328	1133-2-29 Brokavatnet	1133-2-29	Brokavatnet
930-8346	DOM13329	1133-2-603 Ø.Tysdalsvatn	1133-2-603	Ø.Tysdalsvatn
930-8346	DOM13330	1133-1-18 HOH 920	1133-1-18	HOH 920
930-8346	DOM13331	1133-2-16 Holmavatnet	1133-2-16	Holmavatnet
930-8346	DOM13332	1133-1-24 Eikelivatnet	1133-1-24	Eikelivatnet
930-8346	DOM13333	1133-2-1 Heimra Svartavatnet	1133-2-1	Heimra Svartavatnet
930-8347	DOM13334	1119-1-25 Lauvåsvatnet	1119-1-25	Lauvåsvatnet
930-8348	DOM13335	1119-1-25 Lauvåsvatnet	1119-1-25	Lauvåsvatnet
930-8349	DOM13336	1149-2-26 Heiavatnet	1149-2-26	Heiavatnet
930-8349	DOM13337	1149-1-6 Steinsvatnet	1149-1-6	Steinsvatnet
930-8350	DOM13338	1149-2-26 Heiavatnet	1149-2-26	Heiavatnet
930-8350	DOM13339	1149-1-6 Steinsvatnet	1149-1-6	Steinsvatnet
930-8351	DOM13340	1120-3-1 Horpestadvatnet	1120-3-1	Horpestadvatnet
930-8352	DOM13341	1120-3-1 Horpestadvatnet	1120-3-1	Horpestadvatnet
930-8353	DOM13342	1112-4-1 Lundevatnet	1112-4-1	Lundevatnet
930-8353	DOM13343	1112-1-10 Saurtjørni	1112-1-10	Saurtjørni
930-8353	DOM13344	1112-2-7 Glessjor	1112-2-7	Glessjor
930-8354	DOM13345	1112-4-1 Lundevatnet	1112-4-1	Lundevatnet
930-8354	DOM13346	1112-1-10 Saurtjørni	1112-1-10	Saurtjørni
930-8354	DOM13347	1112-2-7 Glessjor	1112-2-7	Glessjor
930-8356	DOM13368	1102-2-14 Skjelbreidtjørna	1102-2-14	Skjelbreidtjørna
930-8356	DOM13369	1102-1-35 Auratjørna	1102-1-35	Auratjørna
930-8357	DOM13370	1102-2-14 Skjelbreidtjørna	1102-2-14	Skjelbreidtjørna
930-8357	DOM13371	1102-1-35 Auratjørna	1102-1-35	Auratjørna
930-8360	DOM13372	1135-2-13 Søre Dyrskardsvatnet	1135-2-13	Søre Dyrskardsvatnet
930-8360	DOM13373	1135-3-3 Førstadvatnet	1135-3-3	Førstadvatnet
930-8360	DOM13374	1135-1-19 Breiborgvatnet	1135-1-19	Breiborgvatnet
930-8360	DOM13375	1135-2-10 Løyndardalsvatnet	1135-2-10	Løyndardalsvatnet
930-8361	DOM13376	1135-2-13 Søre Dyrskardsvatnet	1135-2-13	Søre Dyrskardsvatnet
930-8361	DOM13377	1135-3-3 Førstadvatnet	1135-3-3	Førstadvatnet
930-8361	DOM13378	1135-1-19 Breiborgvatnet	1135-1-19	Breiborgvatnet
930-8361	DOM13379	1135-2-10 Løyndardalsvatnet	1135-2-10	Løyndardalsvatnet
930-8362	DOM13394	1111-1-14 Eikelitjørna	1111-1-14	Eikelitjørna
930-8362	DOM13395	1111-1-1 Øygardstjørna	1111-1-1	Øygardstjørna
930-8363	DOM13396	1111-1-14 Eikelitjørna	1111-1-14	Eikelitjørna
930-8363	DOM13397	1111-1-1 Øygardstjørna	1111-1-1	Øygardstjørna
930-8364	DOM13398	1130-3-14 Vostervatnet	1130-3-14	Vostervatnet
930-8365	DOM13399	1130-3-14 Vostervatnet	1130-3-14	Vostervatnet
930-8366	DOM13413	1134-3-6 Kaldevatn	1134-3-6	Kaldevatn
930-8366	DOM13414	1134-2-8 Leirdålsvatna	1134-2-8	Leirdålsvatna
930-8366	DOM13415	1134-1-27 HOH 1250	1134-1-27	HOH 1250
930-8366	DOM13416	1134-2-24 Heimsvatnet	1134-2-24	Heimsvatnet
930-8367	DOM13417	1134-3-6 Kaldevatn	1134-3-6	Kaldevatn
930-8367	DOM13418	1134-2-8 Leirdålsvatna	1134-2-8	Leirdålsvatna
930-8367	DOM13419	1134-1-27 HOH 1250	1134-1-27	HOH 1250
930-8367	DOM13420	1134-2-24 Heimsvatnet	1134-2-24	Heimsvatnet
930-8368	DOM13421	1121-2-17 Snorestadtjørnane	1121-2-17	Snorestadtjørnane
930-8369	DOM13422	1121-2-17 Snorestadtjørnane	1121-2-17	Snorestadtjørnane
930-8370	DOM13423	1146-2-19 Nordre Vadvatnet	1146-2-19	Nordre Vadvatnet
930-8370	DOM13424	1146-2-6 Ådnavatnet	1146-2-6	Ådnavatnet
930-8370	DOM13425	1146-1-26 Lauvskardvatnet	1146-1-26	Lauvskardvatnet
930-8370	DOM13426	1146-2-22 Gåsavatnet	1146-2-22	Gåsavatnet
930-8370	DOM13427	1146-1-5 Bongsatjørna	1146-1-5	Bongsatjørna
930-8371	DOM13428	1146-2-19 Nordre Vadvatnet	1146-2-19	Nordre Vadvatnet
930-8371	DOM13429	1146-2-6 Ådnavatnet	1146-2-6	Ådnavatnet
930-8371	DOM13430	1146-1-26 Lauvskardvatnet	1146-1-26	Lauvskardvatnet
930-8371	DOM13431	1146-2-22 Gåsavatnet	1146-2-22	Gåsavatnet
930-8371	DOM13432	1146-1-5 Bongsatjørna	1146-1-5	Bongsatjørna
930-8372	DOM13433	1154-3-9 Gjerdesdalsvatnet	1154-3-9	Gjerdesdalsvatnet
930-8372	DOM13434	1154-3-16 Fjellgardsvatnet	1154-3-16	Fjellgardsvatnet
930-8373	DOM13435	1154-3-9 Gjerdesdalsvatnet	1154-3-9	Gjerdesdalsvatnet
930-8373	DOM13436	1154-3-16 Fjellgardsvatnet	1154-3-16	Fjellgardsvatnet
930-8374	DOM13438	714-3-5 Bergsvatnet	714-3-5	Bergsvatnet
930-8375	DOM13437	714-3-5 Bergsvatnet	714-3-5	Bergsvatnet
930-8376	DOM13439	728-1-3 Solbergvatnet	728-1-3	Solbergvatnet
930-8376	DOM13440	728-1-6 Rosovatnet	728-1-6	Rosovatnet
930-8377	DOM13441	728-1-3 Solbergvatnet	728-1-3	Solbergvatnet
930-8377	DOM13442	728-1-6 Rosovatnet	728-1-6	Rosovatnet
930-8378	DOM13443	709-1-5 Bålsrødtjernet	709-1-5	Bålsrødtjernet
930-8379	DOM13444	709-1-5 Bålsrødtjernet	709-1-5	Bålsrødtjernet
930-8380	DOM13445	720-2-1 Gjennestadvatnet	720-2-1	Gjennestadvatnet
930-8381	DOM13446	720-2-1 Gjennestadvatnet	720-2-1	Gjennestadvatnet
930-8382	DOM13449	118-1-7 Lilledalstjernet	118-1-7	Lilledalstjernet
930-8382	DOM13450	118-1-39 Ekertjernet	118-1-39	Ekertjernet
930-8383	DOM13447	118-1-7 Lilledalstjernet	118-1-7	Lilledalstjernet
930-8383	DOM13448	118-1-39 Ekertjernet	118-1-39	Ekertjernet
930-8384	DOM13451	101-2-7 Hokksjøen	101-2-7	Hokksjøen
930-8384	DOM13452	101-2-2 Steinsvatnet	101-2-2	Steinsvatnet
930-8384	DOM13453	101-4-1 Femsjøen	101-4-1	Femsjøen
930-8385	DOM13454	101-2-7 Hokksjøen	101-2-7	Hokksjøen
930-8385	DOM13455	101-2-2 Steinsvatnet	101-2-2	Steinsvatnet
930-8385	DOM13456	101-4-1 Femsjøen	101-4-1	Femsjøen
930-8386	DOM13460	119-2-81 Nordre Torgrimsbutjern	119-2-81	Nordre Torgrimsbutjern
930-8386	DOM13461	119-4-3 Rødenessjøen	119-4-3	Rødenessjøen
930-8386	DOM13462	119-1-2 Hølevatnet	119-1-2	Hølevatnet
930-8387	DOM13457	119-2-81 Nordre Torgrimsbutjern	119-2-81	Nordre Torgrimsbutjern
930-8387	DOM13458	119-4-3 Rødenessjøen	119-4-3	Rødenessjøen
930-8387	DOM13459	119-1-2 Hølevatnet	119-1-2	Hølevatnet
930-8388	DOM13463	128-1-4 Stomperudtjernet	128-1-4	Stomperudtjernet
930-8388	DOM13464	128-2-200 Langevatnet	128-2-200	Langevatnet
930-8389	DOM13465	128-1-4 Stomperudtjernet	128-1-4	Stomperudtjernet
930-8389	DOM13466	128-2-200 Langevatnet	128-2-200	Langevatnet
930-8390	DOM13467	105-3-6 Isesjøen	105-3-6	Isesjøen
930-8390	DOM13468	105-3-10 Tunevatnet	105-3-10	Tunevatnet
930-8391	DOM13469	105-3-6 Isesjøen	105-3-6	Isesjøen
930-8391	DOM13470	105-3-10 Tunevatnet	105-3-10	Tunevatnet
930-8392	DOM13471	137-3-1 Sæbyvatnet	137-3-1	Sæbyvatnet
930-8393	DOM13472	137-3-1 Sæbyvatnet	137-3-1	Sæbyvatnet
930-8394	DOM13473	1003-1-18 HOH 14	1003-1-18	HOH 14
930-8394	DOM13474	1003-2-2 Brastadvatnet	1003-2-2	Brastadvatnet
930-8394	DOM13475	1003-2-4 Saudlandsvatnet	1003-2-4	Saudlandsvatnet
930-8394	DOM13476	1003-1-16 HOH 130	1003-1-16	HOH 130
930-8395	DOM13477	1003-1-18 HOH 14	1003-1-18	HOH 14
930-8395	DOM13478	1003-2-2 Brastadvatnet	1003-2-2	Brastadvatnet
930-8395	DOM13479	1003-2-4 Saudlandsvatnet	1003-2-4	Saudlandsvatnet
930-8395	DOM13480	1003-1-16 HOH 130	1003-1-16	HOH 130
930-8396	DOM13481	1004-1-2 Engelsvatnet	1004-1-2	Engelsvatnet
930-8396	DOM13482	1004-1-34 Store Einervann/HOH 230	1004-1-34	Store Einervann/HOH 230
930-8396	DOM13484	1004-1-21 Skultjørnan	1004-1-21	Skultjørnan
930-8397	DOM13485	1004-1-2 Engelsvatnet	1004-1-2	Engelsvatnet
930-8397	DOM13486	1004-1-34 Store Einervann/HOH 230	1004-1-34	Store Einervann/HOH 230
930-8397	DOM13487	1004-1-21 Skultjørnan	1004-1-21	Skultjørnan
930-8398	DOM13488	1034-2-22 Bjønnvatn	1034-2-22	Bjønnvatn
930-8398	DOM13489	1034-1-4 Grantjørni	1034-1-4	Grantjørni
930-8398	DOM13490	1034-2-7 Surtevatnet	1034-2-7	Surtevatnet
930-8399	DOM13491	1034-2-22 Bjønnvatn	1034-2-22	Bjønnvatn
930-8399	DOM13492	1034-1-4 Grantjørni	1034-1-4	Grantjørni
930-8399	DOM13493	1034-2-7 Surtevatnet	1034-2-7	Surtevatnet
930-8400	DOM13494	1001-2-204 Vassvann	1001-2-204	Vassvann
930-8400	DOM13495	1001-1-55 Skeivatnet	1001-1-55	Skeivatnet
930-8401	DOM13508	1001-2-204 Vassvann	1001-2-204	Vassvann
930-8401	DOM13509	1001-1-55 Skeivatnet	1001-1-55	Skeivatnet
930-8403	DOM13511	1037-1-1 Lisle Frøysvatnet	1037-1-1	Lisle Frøysvatnet
930-8403	DOM13512	1037-1-13 Husbrytjørn	1037-1-13	Husbrytjørn
930-8403	DOM13513	1037-19 Fjotlandsvatnet	1037-19	Fjotlandsvatnet
930-8403	DOM13514	1037-2-14 Hellartjern	1037-2-14	Hellartjern
930-8403	DOM13515	1037-1-9 HOH 619	1037-1-9	HOH 619
930-8404	DOM13516	1037-1-1 Lisle Frøysvatnet	1037-1-1	Lisle Frøysvatnet
930-8404	DOM13517	1037-1-13 Husbrytjørn	1037-1-13	Husbrytjørn
930-8404	DOM13518	1037-19 Fjotlandsvatnet	1037-19	Fjotlandsvatnet
930-8404	DOM13519	1037-2-14 Hellartjern	1037-2-14	Hellartjern
930-8404	DOM13520	1037-1-9 HOH 619	1037-1-9	HOH 619
930-8405	DOM13521	1029-1-26 Vassåkervatnet	1029-1-26	Vassåkervatnet
930-8406	DOM13522	1029-1-26 Vassåkervatnet	1029-1-26	Vassåkervatnet
930-8407	DOM13523	1032-2-4 Jovatnet	1032-2-4	Jovatnet
930-8407	DOM13524	1032-2-13 Hagevatnet	1032-2-13	Hagevatnet
930-8407	DOM13525	1032-1-19 Svartevatnet	1032-1-19	Svartevatnet
930-8408	DOM13526	1032-2-4 Jovatnet	1032-2-4	Jovatnet
930-8408	DOM13527	1032-2-13 Hagevatnet	1032-2-13	Hagevatnet
930-8408	DOM13528	1032-1-19 Svartevatnet	1032-1-19	Svartevatnet
930-8409	DOM13529	1002-1-62 Vråvatn	1002-1-62	Vråvatn
930-8410	DOM13530	1002-1-62 Vråvatn	1002-1-62	Vråvatn
930-8411	DOM13531	1021-1-61 Kringlevatnet	1021-1-61	Kringlevatnet
930-8411	DOM13532	1021-1-27 Grunnevatnet	1021-1-27	Grunnevatnet
930-8412	DOM13533	1021-1-61 Kringlevatnet	1021-1-61	Kringlevatnet
930-8412	DOM13534	1021-1-27 Grunnevatnet	1021-1-27	Grunnevatnet
930-8413	DOM13535	1046-1-15 HOH 1041	1046-1-15	HOH 1041
930-8413	DOM13536	1004-2-6 Djupvatnet	1004-2-6	Djupvatnet
930-8413	DOM13537	1046-2-24 Flåvatnet	1046-2-24	Flåvatnet
930-8413	DOM13538	1004-1-22 Skrubbedalstjørna	1004-1-22	Skrubbedalstjørna
930-8413	DOM13539	1046-2-17 Åsmundsvatnet	1046-2-17	Åsmundsvatnet
930-8413	DOM13540	1046-2-30 Avedalsvatnet	1046-2-30	Avedalsvatnet
930-8413	DOM13541	1046-1-8 Småtjørnan	1046-1-8	Småtjørnan
930-8413	DOM13542	1046-3-20 Bjørnestadvatnet	1046-3-20	Bjørnestadvatnet
930-8413	DOM13543	1046-1-20 Litle Svartevatnet	1046-1-20	Litle Svartevatnet
930-8413	DOM13544	1046-1-29 Hyttevatnan	1046-1-29	Hyttevatnan
930-8413	DOM13545	1046-1-11 HOH 573	1046-1-11	HOH 573
930-8413	DOM13546	1046-2-12 Indre Skeidsvatn	1046-2-12	Indre Skeidsvatn
930-8413	DOM13547	1046-1-30 HOH 739	1046-1-30	HOH 739
930-8413	DOM13548	1046-3-9 Guddilsvatnet	1046-3-9	Guddilsvatnet
930-8413	DOM13549	1046-1-12 HOH 760	1046-1-12	HOH 760
930-8413	DOM13550	1046-2-15 Krokevatn	1046-2-15	Krokevatn
930-8413	DOM13551	1046-3-21 Langavatn	1046-3-21	Langavatn
930-8413	DOM13552	1046-3-15 Storavatnet	1046-3-15	Storavatnet
930-8413	DOM13553	1046-1-33 HOH 850	1046-1-33	HOH 850
930-8413	DOM13554	1046-2-21 Falketjørnene	1046-2-21	Falketjørnene
930-8413	DOM13555	1046-2-9 HOH 860	1046-2-9	HOH 860
930-8413	DOM13556	1046-3-17 Degjevatnet	1046-3-17	Degjevatnet
930-8413	DOM13557	1046-1-24 HOH 944	1046-1-24	HOH 944
930-8413	DOM13558	1046-2-23 Vassfellet	1046-2-23	Vassfellet
930-8413	DOM13559	1046-1-23 Bergetjørni	1046-1-23	Bergetjørni
930-8414	DOM13560	1046-1-15 HOH 1041	1046-1-15	HOH 1041
930-8414	DOM13561	1004-2-6 Djupvatnet	1004-2-6	Djupvatnet
930-8414	DOM13562	1046-2-24 Flåvatnet	1046-2-24	Flåvatnet
930-8414	DOM13563	1004-1-22 Skrubbedalstjørna	1004-1-22	Skrubbedalstjørna
930-8414	DOM13564	1046-2-17 Åsmundsvatnet	1046-2-17	Åsmundsvatnet
930-8414	DOM13565	1046-2-30 Avedalsvatnet	1046-2-30	Avedalsvatnet
930-8414	DOM13566	1046-1-8 Småtjørnan	1046-1-8	Småtjørnan
930-8414	DOM13567	1046-3-20 Bjørnestadvatnet	1046-3-20	Bjørnestadvatnet
930-8414	DOM13568	1046-1-20 Litle Svartevatnet	1046-1-20	Litle Svartevatnet
930-8414	DOM13569	1046-1-29 Hyttevatnan	1046-1-29	Hyttevatnan
930-8414	DOM13570	1046-1-11 HOH 573	1046-1-11	HOH 573
930-8414	DOM13571	1046-2-12 Indre Skeidsvatn	1046-2-12	Indre Skeidsvatn
930-8414	DOM13572	1046-1-30 HOH 739	1046-1-30	HOH 739
930-8414	DOM13573	1046-3-9 Guddilsvatnet	1046-3-9	Guddilsvatnet
930-8414	DOM13574	1046-1-12 HOH 760	1046-1-12	HOH 760
930-8414	DOM13575	1046-2-15 Krokevatn	1046-2-15	Krokevatn
930-8414	DOM13576	1046-3-21 Langavatn	1046-3-21	Langavatn
930-8414	DOM13577	1046-3-15 Storavatnet	1046-3-15	Storavatnet
930-8414	DOM13578	1046-1-33 HOH 850	1046-1-33	HOH 850
930-8414	DOM13579	1046-2-21 Falketjørnene	1046-2-21	Falketjørnene
930-8414	DOM13580	1046-2-9 HOH 860	1046-2-9	HOH 860
930-8414	DOM13581	1046-3-17 Degjevatnet	1046-3-17	Degjevatnet
930-8414	DOM13582	1046-1-24 HOH 944	1046-1-24	HOH 944
930-8414	DOM13583	1046-2-23 Vassfellet	1046-2-23	Vassfellet
930-8414	DOM13584	1046-1-23 Bergetjørni	1046-1-23	Bergetjørni
930-8415	DOM13585	1017-1-14 Gyvatnet	1017-1-14	Gyvatnet
930-8415	DOM13586	1017-1-31 Gardvatnet	1017-1-31	Gardvatnet
930-8416	DOM13587	1017-1-14 Gyvatnet	1017-1-14	Gyvatnet
930-8416	DOM13588	1017-1-31 Gardvatnet	1017-1-31	Gardvatnet
930-8417	DOM13589	1018-4 Kleivsetvannet	1018-4	Kleivsetvannet
930-8418	DOM13590	1018-4 Kleivsetvannet	1018-4	Kleivsetvannet
930-8419	DOM13591	1014-1-32 Krossvatnet	1014-1-32	Krossvatnet
930-8420	DOM13592	1014-1-32 Krossvatnet	1014-1-32	Krossvatnet
930-8421	DOM13593	1026-2-25 Storevatnet	1026-2-25	Storevatnet
930-8421	DOM13594	1026-1-6 HOH 737	1026-1-6	HOH 737
930-8421	DOM13595	1026-3-18 Storevatnet	1026-3-18	Storevatnet
930-8421	DOM13596	1026-2-10 Kjosevatn	1026-2-10	Kjosevatn
930-8421	DOM13597	1026-2-20 Storevatn	1026-2-20	Storevatn
930-8421	DOM13598	1026-3-19 Ljoslandsvatnet	1026-3-19	Ljoslandsvatnet
930-8421	DOM13599	1026-2-28 Sandvatn	1026-2-28	Sandvatn
930-8421	DOM13600	1026-3-3 Langevatn	1026-3-3	Langevatn
930-8421	DOM13601	1026-1-10 HOH 875	1026-1-10	HOH 875
930-8421	DOM13602	1026-2-27 Storevatn	1026-2-27	Storevatn
930-8423	DOM13607	1026-2-25 Storevatnet	1026-2-25	Storevatnet
930-8423	DOM13608	1026-1-6 HOH 737	1026-1-6	HOH 737
930-8423	DOM13609	1026-3-18 Storevatnet	1026-3-18	Storevatnet
930-8423	DOM13610	1026-2-10 Kjosevatn	1026-2-10	Kjosevatn
930-8423	DOM13611	1026-2-20 Storevatn	1026-2-20	Storevatn
930-8423	DOM13612	1026-3-19 Ljoslandsvatnet	1026-3-19	Ljoslandsvatnet
930-8423	DOM13613	1026-2-28 Sandvatn	1026-2-28	Sandvatn
930-8423	DOM13614	1026-3-3 Langevatn	1026-3-3	Langevatn
930-8423	DOM13615	1026-1-10 HOH 875	1026-1-10	HOH 875
930-8423	DOM13616	1026-2-27 Storevatn	1026-2-27	Storevatn
930-8425	DOM13617	301-1-1 Steinsrudtjern	301-1-1	Steinsrudtjern
930-8425	DOM13618	301-2-1 Rottungen	301-2-1	Rottungen
930-8425	DOM13619	301-3-1 Helgeren	301-3-1	Helgeren
930-8426	DOM13620	301-1-1 Steinsrudtjern	301-1-1	Steinsrudtjern
930-8426	DOM13621	301-2-1 Rottungen	301-2-1	Rottungen
930-8426	DOM13622	301-3-1 Helgeren	301-3-1	Helgeren
930-8434	DOM13663	2003-3-2 Oardujavri	2003-3-2	Oardujavri
930-8435	DOM13664	2003-3-2 Oardujavri	2003-3-2	Oardujavri
